title,description,genre
tory the little dust devil, The story takes place in a lake where Jim is fishing for fish for food to feed his family. Out of the blues a Tornando appears to him and talks to Jim. The Tornando becomes his friend and helps him catch a big fish. The become good friends.,animation
w.i.s.h. police," In a world where children's bad wishes come to life as mayhem-making villains, a secret organization called The Wish Police works 'round the clock to apprehend the evildoers and keep the world safe! Led by an improbable, hilarious detective duo - Saul, an ex-genie determined to atone for centuries of granting his masters' evil wishes, and Kong, a wise-cracking monkey and royal pain in the leg - the Wish Police have never met a wish they couldn't wipe out. But everything changes when 12-year-old Randy makes a particularly bad wish under a perfect storm of circumstances, unleashing the most powerful wish villain ever seen! Now, Saul and Kong must break the rules and team up with Randy to crack the case and save the world! BE CAREFUL WHAT YOU WISH FOR!",animation
mighty raju vs mighty clone," The History class in school is monotonous and Raju's mischief backfires when the teacher punishes their group with a tough assignment. Working together, the kids comment that studying history would have been fun if they had seen the events themselves. Raju decides to build a Time Machine and they succeed with Cheeky's help. They first travel to the ancient Indian kingdom of Khokumpur where their modern attire and gadgets are fascinating to the people. As their popularity grows, the king gets them sent away. When they travel again in time, they arrive in Ancient Greece, amidst a contest between the Titans. The kids must fight if they are to return home again in their time period. Will Mighty save the day for himself and his friends? And most importantly, will he be able to do it in time?",animation
q pootle 5: pootle all the way!," It's Christmas time on Okidoki and all is calm as Q Pootle 5 and his friends prepare for the happiest time of the year. All is bright too, with the new festive lights festooned across the shack, ready for Groobie's pantomime. But, when a mayday call interrupts rehearsals, the friends suddenly find themselves in an epic adventure, in which the very future of Christmas is at stake.",animation
khan kluay 2," Khan Kluay is an elephant of King Naresuan the Great. Shaba Kaew, his beloved one, keeps a secret that she is pregnant. He must face three properties that belong to him - sacrifice, courage and stable love deep in his heart - to struggle through obstacles.",animation
monster high: 13 wishes, It's a new year at monster high and all the ghouls are dreaming of there wishes to come true little did they no the time to make there wishes come true was near. Join howleen and twyla on a grate advensher where that meat Gigi the magic genie. As they make all the ghouls wishes come true,animation
ninjago: masters of spinjitzu - day of the departed," On the Ninjago holiday: Day of the Departed, the ninja remeber those who have departed. Jay visits his parents at the junkyard; Lloyd and Misako remember Garmadon in the Corridor of Elders; Zane remembers his father in Birchwood Forest and Kai and Nya remember their parents too. Cole, unable to fully accept being a ghost, visits Sensei Yang as he begins to fade from existence, but accidentally releases the spirits of the ninjas' past enemies, resulting in an epic fight.",animation
stick 10 even more swag: the united league of stereotypes," It's Max's 69th birthday, and he decides to take Ben and Rook to the location of the United League of Stereotypes, the world's greatest dictators that were cryogenically suspended after World War II. Ben accidentally frees them. Max's high school rival, Matt Ninesister, CEO of Electrician Incorporated, joins forces with the League to take over the world. Can Ben and his friends stop him?",animation
return of the commander," If Charlie Brown had grown up, he'd probably be a lot like Brandon. He's a thirty-year-old man-child whose dreams of becoming an artistic success have been thwarted in the biggest way possible- he's the lowest of the low in the creative industry... a wedding videographer! Haunted by visions of his 5-year-old self crying at what he's become, Brandon is ready to give up all hope, until one day he gets a mysterious phone call from his childhood mentor, ""Commander"" Mark Kistler. Brandon's world rapidly unravels, and a wacky plot involving killer mechazoid robots and time travel ensues.",animation
go! princess precure," A long time ago, a young girl named Haruka Haruno dreams on becoming a Princess like the ones in fairy tales. However, she is always being bullied by her classmates in kindergarten due to her dream. She later met a boy named Kanata who gave her a strange charm while having her promise to never give up on her dreams. A few years later, now 13 years of age, Haruka attends the Noble Academy boarding school while still cherishing her dreams of becoming a princess like one from her picture books. One day, she encountered two fairy creatures from the Hope Kingdom: Pafu and Aroma, who were followed by a strange man named Close. The fairies told her that he works for Dys Dark, lead by a witch named Dyspear who wants to bring despair to the world by locking dreams away in the Gate of Despair. With Haruka having no choice, the charm she had turned out to be a key and the fairies gave her a Princess Perfume, becoming one of the Hope Kingdom's chosen warrior: Cure Flora, a Pretty Cure to oppose Dys Dark. Later joined by Minami Kaido, Kirara Amanogawa and Towa Akagi; as Cure Mermaid, Cure Twinkle, and Cure Scarlet, Haruka forms the Princess Pretty Cure Team to collect Dress Up Keys needed to open the Gate of Dreams while protecting people's dreams from Dys Dark's forces.",animation
idol angel yohkoso yohko," Yohko Tanaka travels to the big city because she wants to become and idol. In the train she meets Saki, who is running away from home and wants to become an actress. Together they will settle in the city and will make lots of friends, fame will knock on Yohko's door, though not so much on Saki's.",animation
luis & the aliens," ""Luis"" tells the story of an 11-year-old boy who makes friends with three loveable little aliens, who crash their UFO into his house. In return for Luis' help in finding the home-shopping channel stuff they came for, they save Luis from boarding school - and an exciting adventure follows.",animation
olentzero eta iratxoen jauntxoa," In a beautiful village in the Pyrenees, little Anje fulfills his dream of becoming the assistant of Olentzero, an old wise man who delivers presents on Christmas in the Basque Country. His first ""mission"" is to sweep the magic workshop where Olentzero makes the gifts. Annoyed at what he does not consider a worthy task, Anje accidentally drops a small wooden log that is the prison where Olentzero keeps a little wicked elf called Iratxo. Iratxo convinces Anje to release him immediately starting to cause problems in the village and threatening the very Christmas.",animation
the theromorphs," During a council meeting the Superiors of the Universe have decided to grant animals of Earth, the Theromorphs, with intelligence. They create a bio mechanical world as an experiment and inhabit it with cognizant theromorphs teenagers. Superiors are hiding their real appearance as Mentors to estimate the ethical potential of the intelligent creatures that will come to populate Earth. They will test the durability of the characters and decide if they are able to become the new intelligent civilization or if they fail.",animation
the strange case of the cosmic rays," Traces, in an easy-to-follow way, the discovery of cosmic rays. You don't need rocket science to follow along with the explanations. Saw it while a Junior in HS and it spurred me to study physics in college. A rare example of good tv programming.",animation
mamotte shugogetten!," High school student Tasuke Shichiri receives interesting gifts from his parents, who are archaeologists travelling around the world. One day he receives a relic from China, said to bestow upon the pure of heart a guardian spirit to protect them. In Tasuke's hands, the relic releases Shaolin, a beautiful moon guardian sworn to obey and protect her master. But it's been four thousand years, and the world has changed since Shaolin's time, leading to many complications. To make matters worse, more guardians arrive at Tasuke's doorstep, and he must not only keep them from interfering with his life, but must sort out which guardian he truly wants to spend his life with.",animation
tindili," Tindili are five friends who are spending their summer vacation at Tindilworld. The world sprouted to perfectly fit their needs. It's a world of many creatures, filled with challenges that lead Tindili to choose what kind of children they want to be for themselves and their friends.",animation
cosmo kids," Zenith is an intergalactic heroine determined to find a solution to her planet's ecological problems. Daniel is a typical Australian boy, more interested in surfing than girls. Together they save their planets from greed and discover friendship and adventure.",animation
media & diversity," British Council's public campaign, consisting of 5 TV clips with brief and vivid messages on inclusion issues related to race, physical disability, sexual orientation, social and economic diversity. Used by the Council in over 20 countries. Screened at numerous festivals, including Annecy, HAFF, Anifest, SICAF, ANIMA MUNDI.",animation
the glassworker," 'The Glassworker' is a coming of age story about a young boy named Vincent, who is learning the art of Glassblowing from his father in their Glass Shop. As he grows older he begins to fall in love with a frequent visitor of the shop - a young girl named Alliz. The film will follow both Vincent and Alliz through their developing years as life gets more complicated and inhibits their relationship.",animation
ginga densetsu weed," Story is about Weed, son of Silver Fang. Weed never knew his father but sets out to find him, when he suddenly finds himself left all alone in the World. Growing older and stronger he takes after his father and tries to stand up for those in need. Weed teams up with other young dogs to protect their mountain and you will also meet some of the dogs from the first ""Silver fang"" series.",animation
overwatch shorts," The Overwatch Shorts are a collection of stories for the characters of the video game Overwatch. The in-game characters portrayed so far in these stories are Winston, Reaper, Widowmaker, Tracer, Soldier 76, Hanso, Genji, Sombra and Bastion. The six stories so far are called Recall, Alive, Dragons, Hero, The Last Bastion and Infiltration and show characters' past experiences prior to the events in the game itself.",animation
kill them all," Kill Them all (KTA) is a silent stick-man action animation about a nameless boy who witnesses his fathers murder and 12 years later, begins a one man crusade to kill the people responsible for his fathers' demise. In every episode, he will go after his fathers killers, who are part of a worldwide, well connected crime syndicate known as THE ASSOCIATION. Each member of the group is recognized by a different colored arm band. The villain going to fall in each episodes' color will be shown in the main title logo.",animation
a.d. police: to protect and serve," Set a few years before Bubblegum Crisis Tokyo 2040, A.D. Police chronicles the tales of Mega-Tokyo's special police division designed to control rogue Boomers in the city. A.D. Police Officer Kenji Sasaki faces a major dilemma: he loses another partner to a rabid boomer. A day after he's sent off-duty, he receives a new partner in the form of German cop Hans Kleif. Funny thing is that Kenji sucker-punched Hans at a bar the night before. Not only does Kenji face the everyday task of controlling Boomers, he has to learn to adjust with his new partner.",animation
krishna - the birth, Krishna - The Birth is the enchanting tale of the miraculous birth of Lord Vishnu in the form of baby Krishna to Vasudev and Devaki. The story is set in an era when the human race was overburdened by the demonic forces of different kings posing themselves as the royal order.,animation
nak," Nak is a ghoulishly fun, animated musical romp. Set in the present day, Nak features a collection of Thai ghost legends that have grown tired of haunting and moved to the country intent on helping all humanity. One night, at a temple fair, an audience is enjoying an outdoor movie when a ghost comes out of the screen and takes away Tee, a seven-year-old boy. The king of all ghosts plans to use Tee to fulfill his dark plan of world domination. Nak, the most popular ghost legend in Thailand, and her very colorful friends Keaw (a headless ghost), Thong (a doggy ghost), and Eud (a tall demon) come together to help Gam, Tee's sister, get Tee back. Nak is especially moved by Gam's plight as her painful past comes to the fore and she fights for someone who was once taken from her. Chock-full of exuberant characters, lively action, and a variety of emotional and toe-tapping songs, Nak is a film based around ghost legends that is perfect for late-elementary youth and older. The film is also a treasure trove of discovery for adults well-versed in Asian horror, as many famous specters from recent films make cameo appearances throughout the story. Nak is a ghoulishly fun, animated musical romp. Set in the present day, Nak features a collection of Thai ghost legends that have grown tired of haunting and moved to the country intent on helping all humanity. One night, at a temple fair, an audience is enjoying an outdoor movie when a ghost comes out of the screen and takes away Tee, a seven-year-old boy. The king of all ghosts plans to use Tee to fulfill his dark plan of world domination. Nak, the most popular ghost legend in Thailand, and her very colorful friends Keaw (a headless ghost), Thong (a doggy ghost), and Eud (a tall demon) come together to help Gam, Tee's sister, get Tee back. Nak is especially moved by Gam's plight as her painful past comes to the fore and she fights for someone who was once taken from her. Chock-full of exuberant characters, lively action, and a variety of emotional and toe-tapping songs, Nak is a film based around ghost legends that is perfect for late-elementary youth and older. The film is also a treasure trove of discovery for adults well-versed in Asian horror, as many famous specters from recent films make cameo appearances throughout the story.",animation
kid krrish 2 - mission bhutan," After acquiring the sun dial from Krrish, Dr Para is now on his way to Bhutan to find a Rudraksh that holds the key to the power of Alien technology. He takes the help of Dojo, the terrible, to get an ancient tribal scroll that will lead him to the Rudraksh. Meanwhile, on a trip to the museum, Kid Krrish and his friends come across a scroll with ancient scriptures, that is believed to be a part of some cave painting in Bhutan. Later, when the kids decide to go to Bhutan on a vacation, they encounter Dr Para and his accomplice Dojo, who terrorize the monks to decode the ancient script in the scroll. Later, conveniently leaving behind Dojo, Dr Para finds the cave but only to come face to face with Krrish. Will Kid Krrish be able to fight the evil doctor, now that he has achieved special powers?",animation
the barefoot bandits," The little known island of Ngaro has long held many a mystery, though this fact has been largely unnoticed by the quiet townsfolk that call it home. That is until Tane, Fridge, and Riley, who call themselves ""The Barefoot Bandits"", take it upon themselves to investigate all of the secrets the island has to offer.",animation
kacperiada," TV series inspired by the Polish bestselling books by Grzegorz Kasdepke, a popular author of stories for children and young people. ""Casperade"" has received a special mention as best TV series at the Junior Co-Production Market / Cinekid Festival in Amsterdam. In 2014, the pilot episode won the two prestigious awards for the best children's film at festivals OFAFA and O! PLA. It premiered at the Annecy Animation Festival in France and screened in many countries, e.g. at the Ayjal Children Film Festival in Qatar. The production of the series is supported by the Polish Film Institute and the Creative Europe MEDIA program. Being 7 years old is not an easy task. Especially if your have to deal with a never-growing-up news editor and a meticulous animal psychiatrist who happen to be your parents. Fortunately, you can always count on your favorite super-hero who won't save your life but triggers your own imagination instead. And after all, having a family is one of the greatest things on earth! ""Casparade"" is the story of a family, which looks average and ""normal"" from the outside, but in fact celebrates craziness in everyday life. It is a warmhearted and funny TV series for kids with an optimistic message enforcing positive values.",animation
shopkins world vacation," Grab your boarding pass and come on a worldwide wild ride with your favorite Shoppies. When the Shoppies go on a vacation to London to meet Royal Crown Jules, Kooky Cookie gets caught up in a diamond heist and goes missing. The Shoppies discover that Kooky has been transformed into the latest 'must have"" trend by the famous fashion designer Macy Macaron sparking a wild chase around the world. The Shoppies have to find Kooky and help her return the ""Shope Diamond"" to Royal Crown Jules before the Biscuit Bandits - Crispy and Crumbly get their hands on it. With the help of their new friends Skyanna and Captain Zoom, the Shoppies go from county to county facing crazy challenges and Kooky fans. Can they clear Kooky's name and get the valuable gem back into the hands of its right royal owner? Fasten your seat-belt for a World Vacation you'll never forget.",animation
la vision, LA VISION began as a short animation of a young girl rising above the open ocean. I created a fictitious Professor Broadmore to explain the visionary young girl. The film shifts into French and becomes a surreal exploration of language and image.,animation
the lion of judah," Follow the adventures of a bold lamb (Judah) and his stable friends as they try to avoid the sacrificial alter the week preceding the crucifixion of Christ. It is a heart-warming account of the Easter story as seen through the eyes of a lovable pig (Horace), a faint-hearted horse (Monty), a pedantic rat (Slink), a rambling rooster (Drake), a motherly cow (Esmay) and a downtrodden donkey (Jack). This magnificent period piece with its epic sets is a roller coaster ride of emotions. Enveloped in humor, this quest follows the animals from the stable in Bethlehem to the great temple in Jerusalem and onto the hillside of Calvary as these unlikely heroes try to save their friend. The journey weaves seamlessly through the biblical accounts of Palm Sunday, Jesus turning the tables in the temple, Peter's denial and with a tense, heart-wrenching climax, depicts the crucifixion and resurrection with gentleness and breathtaking beauty. For Judah, the lamb with the heart of a lion, it is a story of courage and faith. For Jack, the disappointed donkey, it becomes a pivotal voyage of hope. For Horace, the, well the dirty pig, and Drake the ignorant rooster, it is an opportunity to do something inappropriate and get into trouble.",animation
photo kano," Kazuya Maeda is a second-year high school student who takes pictures of girls with his camera that he received from his dad. The game focuses on his romantic encounters with various girls at his school. This anime adaptation goes across each girl, following a common arc until episode 6, which serves as the branching off point for each route; each route is an episode long (except for Haruka's, which received a two-part treatment), when one is completed, the next episode reverts to a certain point in time and goes down another route.",animation
temptation," After five years in prison for insurance fraud the sailor Lanarsky is released. Together with his buddy Bone he gets a job as seamen on board the yacht owned by the wife of his insurance fraud-partner Michael Reddick. Lanarsky has a question to his former partner who he thinks tried to cheat him. But Michael Reddich himself has another insurance plan ready where he will kill everybody on board the yacht, blow it up and then claim the life-insurance for his wife. But Lanarsky and the wife Lee escape and follow Michael to the nearby Cayman Island where the final showdown takes place.",thriller
fortier," Anne Fortier détient un doctorat en psychologie, doublé d'une spécialité en clinique criminelle. Elle exerce son métier comme contractuelle au SAS - la Section anti-sociopathes -, escouade d'enquęte trčs spécialisée, chargée des dossiers criminels dont personne ne veut dans les escouades conventionnelles: tueurs en série, tueurs de masse, cas de violence familiale particuličrement délicats, kidnappeurs et terroristes. Distraite et parfois loufoque, Anne n'en demeure pas moins passionnée et dédiée ŕ son travail. Mais elle est d'abord une personne solitaire, qui a volontairement choisi de vivre en marge des autres, pratiquement recluse, pour des raisons strictement personnelles, ce qui n'empęche pas son entourage de chercher ŕ en savoir plus.",thriller
kshanam," Rishi, an NRI, comes to India in search of his ex-lover Swetha's daughter, who was kidnapped by a gang of Nigerians. The police are uncooperative and there is no evidence to collaborate Swetha's version of events. How will Rishi unravel the mystery?",thriller
stillwater," A troubled young man searches for his past. Set in the Deep South, Stillwater explores the experiences of Andrew Morrison, a recent college graduate struggling to discover his familial roots while dealing with the shocking discovery of his own adoption. Stillwater deftly examines a dark and seductive southern landscape that surrounds a young man's journey into a past that haunts his existence, a reality that proves to be both raw and deeply disturbing.",thriller
an evil soul, A Taiwanese female teacher Nie comes to South Korea to teach kids her mother tongue language to develop equal cooperation between the nations. During her class her co worker Zhao Yuhe turned out to be a North Korean defector and kidnap some of her students and flee to the north. Since there is no chance for the kids to return the school blames Nie as a scapegoat for avoiding lawsuits. Nie get sentenced to prison. Under the parole she learns how to mix chemistry and figure a plan to take revenge on the school by giving all classes false medicine. But the plan goes too far as all the kids get killed by the pills including her own niece Chaoxing. Now she understand there is no escaping if one make a packed with evil.,thriller
death and cremation," In a typical American suburb filled with middle class morals, a lonely 59-year-old, Stan, contributes to society by offering cremation services from his basement. In fact, Stan murders neighbors he perceives to be social bullies. Jarod, a fatherless 17-year-old high school outcast, lands an after-school job in Stan's cremation house and the two develop an unusual working relationship that quickly evolves into a partnership. As detective Matt Fairchild puts together clues from local disappearances, Stan must decide if protecting his newfound trainee is worth killing for. In Smith County, the lonely owner of the Stanley Crematory is a deranged psychopath that kills bullies and cremates their bodies. The also lonely outcast teenager Jarod Leary misses his father Robert Leary and lives with his mother Martha Leary in a trailer. He is daily bullied at the Banyon High School by David Valentine and his gang. When the brother-in-law of Bill Weaver dies of AIDS, he goes to the funeral home with his wife Becky and their daughter Lindsey to research the costs, but Stan does not give much attention to the family. Lindsey curses him and then she plays a prank on Jarod at school. Sooner Stan kidnaps and cremates Lindsey and Detective Matt Fairchild from the Police Department is assigned to investigate the case of missing person. Meanwhile, Jarod asks for a job to Stan and they get close to each other. When Jarod gets beaten up by David, Stan decides to protect Jarod and abducts David and cremates him. Jarod learns Stan's secret and decides to get rid off the arrogant lawyer Rick Waters that is dating his mother. But the neophyte Jarod panics and commits mistakes and Stan decides to fix the problem of his protégé.",thriller
gekijouban mozu, Lone wolf detective with an enormous personal grievance seeks to connect the mysterious death of his daughter to an urban legend of a villain who terrorizes Japan by insinuating himself into people's dreams and the collective psyche of the Japanese people.,thriller
every breath," Jimmy, an L.A. actor stuck making bad commercials, is hired by a rich foreigner named Richard to seduce the man's beautiful, younger wife, Lauren. Jimmy doesn't realize that Lauren is in on the game; by the time he cottons on, he's been beaten up, humiliated, and frightened. But he's hooked on the rush of the game, so the next day, he goes back to Richard and Lauren's mansion. This time, the couple includes Jimmy when they go to a nightclub and pick out a couple to humiliate. He's confused, but he plays along. Over the next few days, he realizes that the outcome of the games can be fatal. Is it too late to get out? And what can he do about his falling in love with Lauren?",thriller
next door," The story is a smart psychological thriller centered on The McCarthy family as they move into a new neighborhood only to find out their next door neighbor might be an unexpected nightmare. Chris, the patriarch of the family, must go to extreme lengths to keep his family safe from the unknown darkness that lives behind the fence that separates their two lives.",thriller
nowhere mind," Ivan uses experimental meditation to induce out-of-body experiences that might make it possible for him to escape a mysterious illness. His training takes an unexpected turn when he finds himself getting between the marital engagement of two old friends, Emily and John. Unaware of Ivan's secret relationship with his fiancé, John invites Ivan to go on a hiking trip with him. In order to keep up appearances, Ivan agrees to go along. On the trip, John grows ever more suspicious of Ivan's intentions with Emily. A dangerous game of cat and mouse ensues that might provide Ivan an unexpected route to a cure.",thriller
the sick, A couple goes through the ups and downs of their relationship during some unstable times.,thriller
lola and the bunny," Lola and the Bunny is a fantastical, psychological thriller that explores the confines of an unconventional relationship between a fragile new girl in town and a intoxicating and troubled con artist named, Lola. The story pushes us into a space between reality and surrealism as Lola brings 'Bunny' into her world of cons and ideology of the universe.",thriller
untitled gods of accident remake," When 6 strangers wake up chained to a table somewhere, they find out they must play a twisted game of Russian Roulette to survive. As the game unfolds, they quickly learn they are not strangers after all, and who gets eliminated is crucial.",thriller
medusa, Hypnotherapist Martin Helstrom takes his wife and little son with him while he is working in the prestigious mental hospital operated by his uncle in a remote place in the snowbound Rockies. Soon strange occurrences in the institute make him doubt his own sanity. Unknown to him Martin was a victim of mind-control experiments in the same hospital some thirty years ago.,thriller
judicial consent," Judge Gwen Warwick becomes involved in the murder trial she has been assigned. Her marriage is on the rocks and the murder victim is an old friend, who rumour has it, had an affair with her.",thriller
sexual outlaws," The beginning of the movie, we meet Mitch Gaylord, a mute bum who pays prostitutes to strip so he can photograph them. He sends these pictures to Elizabeth Sandifer, who plays the sexually frustrated wife of a man who owns a magazine called ""Sexual Outlaws"", where husband and wife serve as the editors. To spice up their marriage, the character played by Elizabeth Sandifer, Lisa Bauer, responds to Mitch Gaylord's character, Francis Badham's advertisement. While they send each other erotic pictures and flirt by mail, one of Francis' prostitutes is killed. The police suspect Francis, who stumbles into Lisa, reveals who he is to her, and gets her to help him prove her innocence. Lisa participates in the entrapping of the real killer, and afterwards goes back to Francis' apartment for an erotic love scene.",thriller
misguided, A group of friends are given a guided rafting trip down the famous Deschutes River in Oregon as a gift. The beauty and isolation along with excitement of white water action is just what they were looking for. But one morning after a late night drinking party they wake to find their strange guide has disappeared with all of their gear and boats. They are left to find their way back to civilization through dense forests and rugged terrain while being stalked by a group of deranged forest dwellers.,thriller
the mysterious dr. fu manchu," During the Boxer Rebellion in China during the early 20th century, in which a Chinese secret society attacked all westerners and anyone who associated with them, Dr. Fu Manchu's wife and child are killed by foreigners. Enraged, he vows to take his revenge on the British army officers he holds responsible for the killings.",thriller
memsahab," Memsahab is based on the cruel incidents post the 1984 riots between a section of Congress party activists and the Sikhs in Delhi and other parts of North India.. Ensuing these riots, the Sikhs were targeted by the Congress party activists and several Sikh families were ruined. Yukta Mookhey plays the character of Anjali, who is a victim of the riots and is pushed into prostitution. This young girl Anjali's mother is raped by the villains and her father is shot dead. What a horrifying impact would this have on the girl. This Anjali grows up with such traumatic memories of her childhood. Some unexpected incidents take place and she stumbles upon the killers of her parents. She starts searching for them and hunting them one by one. In the process where she takes revenge on the killers of her dad, she realizes that the violence wouldn't help her get back her victimized parents. She then realizes that even after taking revenge she still could not erase her traumatic memories of childhood. Wisdom dawns on her and then she takes startling decision in the end.",thriller
duryodhana," Following the disappearances of their loved ones, two brave-hearts - Captain Ram and a youngster named Siva Surya - set out to find them. Their investigations lead them on a journey full of peril and adventure, and trouble looms large as they step closer to the truth.",thriller
devil hunters," Devil Hunters: Let the Revelations Begin! They say when you die, all life's questions are answered. We've been investigating the supernatural and the paranormal for some time now. Nothing happens by chance. Shape shifters, Skinwalkers, ET's, Abductions, Demonic Entities, Apparitions, Manifestations, Hauntings, The Supernatural, Paranormal and Poltergeists Activity, and even Shadow People. We still haven't found the answers regarding these phenomenon's. But there's one common denominator, they're ""Unholy"" and not friendly. Mediums, Psychics and Fortune Teller's, are they really talking to your departed loved ones? But can't Satan also pose as an Angel of Light? Wouldn't you like some answers, like who created God? Why wait until death? So we built ""The God Box."" A device created by us ""The Devil Hunters."" We're here, not with fabrications, but PROOF they do exist. Maybe now we can learn WHY and HOW. Follow us on our journey of real paranormal investigating. With technology we're going beyond what the human eye can see. Beyond theories, beyond piercing the veil, we've opened a dimension they dwell within. Is it Purgatory, Heaven or Hell? No one really knows the answers. All you can really do is, Hunt Devils in search of absolute proof. We are real Devil Hunters, come join us on our journey, if you're ready?",thriller
the glory boys," Two ideologically-disparate terrorists (one from the PLO, one from the IRA) meet up in London to assassinate a visiting Israeli nuclear scientist. An alcoholic ex-government agent (Anthony Perkins) is brought out of retirement to track them down.",thriller
last rights the series," Last Rights is a supernatural drama that explores the struggle of those who have answered an ad and accepted a deal from a man named Concord. Concord negotiates to allow access to Nirvana, where all worldly troubles disappear. In exchange, those who accept the deal must give him all of their possessions and stay in a house for one week. In the house are four caretakers who test each participant to see if they qualify for Nirvana or if they end up in the graveyard behind the house. The series explores and questions faith, morality, tolerance, and common sense; these are the tests of the caretakers. At the end of each week, Concord returns to the house to evaluate the test results of the participants to decide the fate of each guest and of the caretakers. Set in small town America, at the end of a charming little street. This house has stood here long before anyone can remember, or anyone can forget. It has it's own personality and once inside you truly understand what that means. Whole floors will appear and vanish, walls will move, and artifacts will be uncovered, all so the house can show you your purpose for being there. Not even the caretakers can truly understand or control the will of the house. It is truly the key to all the answers that the caretakers and guests are looking for. In season one, the house, which we find out, is possessed with the spirit of Concord's mother and Concord are waging a war of power to control the house. Caught in the middle are the guests as well as the caretakers. ""Mother"" and Concord alike will use these people as pawns to gain the upper hand. All this, as the caretakers try and conduct their ""business as usual"". Not to mention a graveyard full of spirits trying to get out. Everyone battling to keep their Last Rights!",thriller
american descent," In 2014, Sergeant First Class Stephen Harris edited and uploaded this film. It was his message to the world. A group of teenagers are sent an unlabeled DVD from a U.S. Army base in Afghanistan containing a video of a strange woman tied to a tree. It ends with a clue. The teens follow the clue to another and yet another, until what started out as a game becomes a terrifying chase into the psychopathic mind of Harris. At the end of the line, the teens' world comes full circle as they discover they weren't just playing a game, they were pawns in a revenge plot only a master of war could devise.",thriller
cables," Just back from a harrowing tour of combat duty in Afghanistan, the ""sand Box,"" DOUG is trying his best to re-connect with his wife, SUZY, and revive his failing cable business, which has fallen on hard times during his deployment. Full of shrapnel and bad dreams, Doug is having a hard time holding his fragmented psyche together. And when his old combat buddy, CARLOS, re-enters his life, all the old paranoia and bad memories come pouring back in. But are those terrible dreams of murder and mayhem really just nightmares, or has a vicious killer been unleashed to murder those nearest and dearest to Doug?",thriller
pure killjoy," Psychological thriller about a roving night time barhopper who has visions about a serial killer who is terrorizing the city, but is unsure if he is actually having psychic contact or flashbacks of killings he may have committed. Boy meets Girl. Boy and Girl fall in love. Girl breaks up with Boy. Boy is miserable. Boy kills Girl. Emotional thirst can be very strong. Spend the last three days in the life of Fred Derf as he struggles with his alter ego and discovers his pure kill.",thriller
de lautre cote," After narrowly avoiding death in a tragic accident, a young writer and musician from France named Hugo Durain, finding himself robbed of his ability to perform. He subsequently decides to take his life into his own hands. He moves to Quebec to become a filmmaker. While working nights as a school janitor, bizarre and unexplainable events begin to take place, leading him to a terrifying story hidden within the school walls. This is when everything changes and Hugo finds himself immersed in an ambiance of suspicion, intrigue, and fear. It is on the other side that the secret will be revealed.",thriller
the awakening tales," The Awakening Tales is a prequel to the feature film ""The Awakening"". Watch various story of betrayal, bullying, abuse, jealousy and heartache as many character from The Awakening stories are told. And witness the event that made William the person he is today.",thriller
capture," In the summer of 1972, two young women on vacation find themselves at the hands of a mentally unstable photographer trying to create the ultimate portfolio of human emotion. When Sara and Zoe arrive on the small vacation island, they meet a family also staying on the island. Michael and James seem to be the only prospects around but they along with their mother, Gwynn, have returned to the island to close and sell their vacation home after suffering from the loss of their father. Gwynn is a long-time friend of the owner of the house, Christine, that Sara and Zoe are staying in. Christine is the grandmother and guardian of a young, socially awkward man, Delan, who takes his photography very seriously. His attempts at showing the other side of emotion through his work lead him to capture more than just a photograph.",thriller
crimenes de lujuria," Arturo BolaĂąo is a mediocre insurance salesman who loves women, booze and any short cut he can find to Easy Street. He thinks he's found it with the beautiful Rebeca Solis, the wife of the owner of the hotel where he stays on business. Rebeca wants nothing more than to escape from her husband and after Arturo falls in love, she asks him to help her get rid of him. The plan goes without a hitch but just as they think they are going to get away with murder, they receive an anonymous letter from a witness to the crime.",thriller
golden," GOLDEN is a psychological morality tale about a group of hikers who discover an abandoned 19th century goldmine in Yosemite. An earthquake plummets one of the group members down the mine shaft where she is pinned under a rock. The group has to choose between saving their friend by calling the park rangers for assistance, or taking the time to unlawfully mine the discovered gold for themselves. GOLDEN is based on true events and inspired by both the Gold Rush-era Mariposa Indian War and the curse of Chief Tenaya issued as a result of that conflict between gold miners and Native Americans, as well as the current phenomenon of people exploring the 500,000 abandoned mines across the U.S. and falling afoul of the hazards these mines pose.",thriller
i walked with a zombie," When a young schoolteacher moves to a picture-perfect modern plantation to tutor the children of the wealthy owner, she becomes entangled in the deadly secrets of the plantation's past, and soon discovers her wards are in terrible danger as their 10th birthdays approach. Seeped in Voodoo Magic, she struggles to help them break free from their father, and the black spells he has cast to keep them bound to the land.",thriller
dodlig drift," A present-day thriller about a man with a needle in his brain. This needle poisons his mind and tortures him with morbid thoughts and an urge to kill. When he finally commits a murder there is a witness, who is drawn into a deadly game of cat and mouse, which will come to a climax in an abandoned fish factory. Policeman Göran Ĺhlund is on sick leave when he quite by accident discovers the dead body of a woman under a bridge. In his spare time he is investigating ads in the yellow paper and discovers that one person, hustler Chris Lipinski is placing ads daily. In Lipinski's shop, Ĺhlund steals a laptop computer on which he finds photos of mutilated women that only the murderer could have taken. Several women have been murdered and mutilated by a killer that the police are looking for and this is the lead that Ĺhlund needs to solve the case",thriller
