title,description,genre
sztuka spadania,"Żołnierze, którzy postradali zmysły, zostają wysłani na odległą wyspę, gdzie kultywują swoje dziwactwa.",animation
13,"Vince, licząc na duży zarobek, wchodzi do gry, w której stawką jest ludzkie życie.",thriller
how to train your dragon 2,"Pięć lat po zjednoczeniu rasy smoków oraz ludzi Czkawka i Szczerbatek stają do obrony wyspy Berk przed niebezpiecznymi dzikimi bestiami, a także tajemniczym Smoczym Jeźdźcem.",animation
romeo is bleeding,"Nowojorski policjant, Jack Grimaldi, potajemnie współpracuje z mafią. Działanie na dwa fronty komplikuje się, gdy Jack poznaje rosyjską zbrodniarkę, Monę Demarkov. ",crime
van wilder,"Podrywacz i lekkoduch, który jest studentem od siedmiu lat, chcąc zdobyć fundusze na życie, zamierza urządzić wielką imprezę.",comedy
9,"Wojna z maszynami doprowadza do zagłady ludzkości. Jedynymi ocalałymi jest grupa szmacianych laleczek, wśród których wyróżnia się ta z numerem 9 na plecach. ",animation
asterix et obelix contre cesar,"Mieszkańcy galijskiej wioski stawiają opór Rzymianom dzięki magicznemu napojowi, który daje im nadludzką siłę. Gdy Cezar porywa druida znającego recepturę trunku, na ratunek wyruszają Asterix i Obelix.",family
the naked gun 212: the smell of fear,"Frank Drebin próbuje powstrzymać szalonego potentata energetycznego, który planuje katastrofę ekologiczną.",comedy
hardcore,"Cyborg Henry musi uratować swoją żonę, a zarazem twórcę, pojmaną przez psychopatycznego tyrana o telekinetycznych mocach i jego armię najemników. ",action
intouchables,"Sparaliżowany milioner zatrudnia do opieki młodego chłopaka z przedmieścia, który właśnie wyszedł z więzienia.",biography
the moth diaries,"Kiedy do angielskiego internatu przyjeżdża nowa wychowanka, Ernessa, pracownicy placówki zaczynają ginąć w tajemniczych okolicznościach.",horror
doctor strange,"Potężny czarodziej doktor Strange walczy z siłami ciemności, aby ocalić świat.",fantasy
baczynski,"Opowieść o legendarnym poecie oraz bezsensie wojny i sztuce, która jest ponadczasowa, a także nieśmiertelna.",biography
date and switch,Michael i Matty pragną stać się mężczyznami jeszcze przed studniówką. Jednak w oczach koleżanek nie są atrakcyjni. ,comedy
high school musical 3: senior year,"Troy, Gabriella i ich szkolni koledzy są już w trzeciej klasie liceum. Przed nimi trudne życiowe decyzje, z których najważniejsza to wybór kierunku studiów.",family
ambition,"Na odległej planecie Mistrz obserwuje Uczennicę, która stara się zdać test z użytkowania nanotechnologii, by dowieść swojej wartości.",sci-fi
rubber,"Posiadająca zdolności parapsychologiczne opona samochodowa obsesyjnie podąża za kobietą, pozbawiając życia każdego, kto stanie jej na drodze. ",horror
tarapaty,"Julka spędza wakacje u ciotki, gdzie poznaje Olka. W ręce dzieci wpada plan mający prowadzić do skarbu. ",family
superman,"Planeta Krypton ulega zniszczeniu. Tuż przed tym jedno z dzieci zostaje wysłane na Ziemię, gdzie staje się Supermanem.",action
bruce almighty,"Reporter, który narzekał nadmiernie na Boga, otrzymuje jego moc i przekona się, że nie łatwo jest rządzić światem.",fantasy
cinderella man,"Historia legendarnego boksera z czasów Wielkiego Kryzysu, Jima Braddocka, który po latach wraca na ring.",biography
antz," Mrówka Z-4195 jest zwykłym robotnikiem, żyjącym w miliardowej, podzielonej na kasty społeczności. Pewnego dnia zakochuje się w pięknej księżniczce Bali. Mimo, że sytuacja... ",animation
eragon,"Siedemnastoletni Eragon znajduje tajemnicze jajo, z którego wykluwa się smok. Chłopak staje się jego jeźdźcem.&nbsp;",family
the mummy returns,Mumia ponownie ożywa i podejmuje walkę o władzę. Rodzina O'Connellów stara się powstrzymać potwora. ,fantasy
she-devil,"Przebiegła i zaradna pani domu postanawia zemścić się na mężu, który porzuca ją dla bogatej pisarki romansów. ",comedy
split,"Mężczyzna o mnogiej osobowości porywa trzy nastolatki. Okazuje się, że jedna z jaźni zaczyna dominować nad innymi.",thriller
the box,"Małżeństwo&nbsp;Lewisów otrzymuje tajemnicze&nbsp;pudełko oraz propozycję miliona&nbsp;dolarów za naciśnięcie znajdującego się w nim przycisku, czym spowodują śmierć nieznanej im osoby.",thriller
mississippi grind,"Życiowy pechowiec i sprytny pokerzysta wyruszają w podróż na północ, która zmieni ich życie. ",drama
transit,"W czasie podróży na wakacje małżeństwo znajduje w swoim bagażu torbę z pieniędzmi. Niebawem muszą stawić czoła groźnym kryminalistom, chcącym odebrać swoją własność. ",crime
bad samaritan,Podczas włamania do domu milionera złodziej odnajduje kobietę przetrzymywaną wbrew jej woli. ,thriller
a christmas prince: the royal wedding,"Rok po tym, jak pomogła Richardowi zdobyć koronę, Amber przygotowuje się do ślubu z ukochanym. Kłopot w tym, że nie bardzo widzi siebie w roli królowej.",romance
spanish movie,"Ramira podejmuje pracę jako gosposia i niania. Szybko jednak dochodzi do tragedii, w dodatku okazuje się, że w domu dzieje się wiele niecodziennych zjawisk.",comedy
dennis the menace,"Dennis jest największym łobuzem w okolicy. Gdy jego matka podejmuje pracę, chłopiec trafia pod opiekę sąsiadów.",family
to all the boys: p.s. i still love you,"Lara Jean i&nbsp;Peter właśnie oficjalnie ogłaszają, że są parą. Tymczasem na&nbsp;scenę wkracza jeszcze jeden adresat miłosnych listów.",romance
the emoji movie," Miasto Tekstopolis zamieszkują&nbsp; emotki, gdzie każda z nich wyraża jedną konkretną emocję. Z wyjątkiem Minka, co może doprowadzić do katastrofy. ",animation
casper,Doktor Harvey i jego córka zamieszkują nawiedzoną przez psotne zjawy starą posiadłość. Dziewczyna zaprzyjaźnia się z małym duszkiem Kacprem. ,family
breaking the waves,"Sparaliżowany Jan zwalnia swoją żonę Bess z przysięgi wierności i chce, by ta kochała się z innymi mężczyznami. Kobieta spełnia jego prośbę. ",drama
le cercle rouge,"Złodziej, uciekinier i były snajper planują kradzież biżuterii. Ich zamiary chce udaremnić bezwzględny komisarz Mattei.",crime
druzyna,"Dokument o polskich siatkarzach próbujący odpowiedzieć na pytanie, jak z grupy indywidualistów stworzyć drużynę. ",documentary
bande a part," Węsząc okazję do zdobycia łatwych pieniędzy, Arthur przekonuje swego przyjaciela, Franza, by przedstawił mu swoją dziewczynę, Odile. Odile bowiem powiedziała Franzowi o... ",drama
jeder fur sich und gott gegen alle,"W 1828 roku na norymberskim rynku zostaje znaleziony młody człowiek. Z kartki papieru wynika, że nazywa się Kaspar Hauser.",biography
deck the halls,"Steve jak co roku szykuje imponujące świąteczne dekoracje. Tym razem zyskuje godnego siebie rywala, sąsiada Buddy'ego.",family
boy erased,Dziewiętnastoletni chłopak zostaje wysłany na terapię konwersyjną w celu wyleczenia z homoseksualizmu.,biography
48 hrs.,Jack Cates ma dwie doby na schwytanie groźnego przestępcy.,comedy
optimistene," ""Optymistki"" to niezwykła drużyna siatkarska! &nbsp; W jej skład wchodzą panie w wieku od 66 do 98 lat. Pomimo odbywanych co tydzień treningów, od trzydziestu lat nie zagrały... ",documentary
the son of no one,"Jonathan to młody policjant, który zostaje skierowany do pracy w Queens, gdzie dorastał. Anonimowe listy dotyczące zamkniętej sprawy sprzed lat stanowią zagrożenie dla jego dobrze zapowiadającej się kariery.",drama
live free or die hard,"Stróż prawa rozprawia się z terrorystami, którzy zagrażają całej Ameryce. Pomaga mu młody informatyk, Matt. ",thriller
shutter,"Tun i jego dziewczyna śmiertelnie potrącają kobietę. Po ucieczce z miejsca zdarzenia, wokół mężczyzny zaczynają się dziać dziwne wydarzenia.",horror
mortdecai,"Brytyjski arystokrata, będąc jednocześnie pracownikiem galerii sztuki oraz złodziejem, ma zamiar odnaleźć i zrabować obraz, który skrywa cenne informacje. ",comedy
home on the range,"Aby farma Pearl nie trafiła pod młotek, trzy krowy wyruszają złapać bandytę i dzięki temu zgarnąć nagrodę.",animation
the open house,"Po przeżytej tragedii matka przenosi się ze swoim nastoletnim synem do należącego do rodziny domu wakacyjnego, gdzie sprzysięgają się przeciw nim upiorne, nieznane moce.",thriller
x-men: the last stand,Trzecia część ekranizacji komiksów o tytułowych mutantach. Bohaterowie stają przed wyborem – pozostać sobą czy skorzystać z wynalezionego właśnie lekarstwa cofającego mutację.&nbsp;,action
dzien babci,"Podczas próby oszustwa na ""wnuczka"" Tomek zostaje zamknięty w mieszkaniu niedoszłej ofiary. Niespodziewanie kobieta proponuje mu układ. ",short
in the name of the king: a dungeon siege tale,"Gdy syn Farmera ginie z rozkazu złego maga Galliana, mężczyzna wyrusza na wojnę, by stawić czoło wojskom żądnego władzy tyrana. ",fantasy
sayat nova,Przedstawiona w formie surrealistycznych przypowieści historia życia poety Sajata Nowy.,biography
chicken little,Mający reputację panikarza Kurczak Mały stawia czoła zagrożeniu z kosmosu.,animation
mr. beans holiday,Jaś Fasola wygrywa wycieczkę i wyrusza w pełną przygód podróż do Cannes.,family
this boys life,"Tobias Wolff jest pisarzem i wykładowcą literatury, którego w młodości łączyły trudne więzy z ojcem - tyranem.",biography
the wedding date,"Kat nie ma z kim iść na ślub swojej siostry. Wynajmuje więc Nicka, chłopaka do towarzystwa.",comedy
jurassic park iii,"Paleontolog Alan Grant pomaga w poszukiwaniach nastolatka zagubionego na wyspie, którą opanowały dinozaury.",adventure
look whos talking too,"James i Mollie oczekują narodzin córeczki. Nie podoba się to ich synowi, Mikeyowi, który pragnie pozostać w centrum uwagi. ",family
triangle,"Sztorm wywraca jacht z grupą przyjaciół na pokładzie. Przepływający statek pasażerski, który jest dla nich jedyną szansą schronienia, okazuje się opustoszały.",thriller
switch,"Młoda projektantka mody wyjeżdża do Paryża, by na czas wakacji zamienić się domami z poznaną przez internet kobietą. Następnego dnia policja znajduje u niej zwłoki mężczyzny i aresztuje ją za morderstwo. ",thriller
ant-man,"Oszust Scott Lang, wyposażony w kombinezon pozwalający na zmniejszanie się, pomaga swojemu mentorowi, Hankowi, zaplanować i wykonać skok, od którego zależą losy świata.",action
young frankenstein,Wnuczek doktora Frankensteina dziedziczy majątek oraz tajemnice szalonych eksperymentów dziadka. ,horror
le samourai,"Gdy kolejne zlecenie nie przebiega po myśli płatnego zabójcy, rozpoczyna się policyjna nagonka. ",crime
scooby-doo 2: monsters unleashed,"Członków Tajemniczej Spółki okrzyknięto bohaterami miasta Coolsville. Na ich cześć zostaje zorganizowana impreza, podczas której dochodzi do ataku potworów.",family
thx 1138,"Tytułowy bohater postanawia uciec z antyutopijnego świata, w którym myśli są prześwietlane, a miłość jest największą zbrodnią.",drama
saint laurent,"Po śmierci Diora dwudziestojednoletni Yves Saint Laurent przejmuje jego obowiązki w domu mody. Niebawem poznaje Pierre'a Bergé, z którym nawiązuje współpracę i romans.",biography
shane,"Rodzina Starrettów jest nękana przez bandę Rufusa Rykera, która chce przejąć pola uprawne. Rewolwerowiec Shane zamierza pomóc farmerom w walce ze zbirami. ",western
clown,"Kochający ojciec w dniu urodzin swojego syna zakłada kostium klauna, który, będąc częścią klątwy, wyzwala mordercze skłonności.",horror
the hunger games: mockingjay part 1,Katniss Everdeen niechętnie staje się symbolem buntu ludności przeciwko władzy autokratycznego Kapitolu.,action
the smurfs 2,"Gargamel porywa Smerfetkę, by pomogła mu ożywić stworzone przez niego Smerfopodobne. ",family
blow,"Skromny syn robotnika staje się narkotykowym baronem. Pieniądze, władza, kobiety cieszą go jednak do czasu. ",biography
earth: one amazing day,Dokument ukazujący jeden dzień z życia naszej ojczystej planety. ,documentary
happy family," Fay Sielska jest zwyczajną, nieco zbuntowaną nastolatką. Jej młodszy brat Max z racji nieprzeciętnej inteligencji ma na pieńku ze szkolnymi łobuzami. Rodzice natomiast... ",animation
le peuple migrateur,"Wędrówki ptaków, które przemierzają tysiące kilometrów w celu znalezienia pokarmu i założenia gniazda.",documentary
sicko,Dokument ukazuje amerykański system opieki społecznej.,documentary
american made,"Historia Barry'ego Seala, człowieka, który jednocześnie pracował dla CIA oraz kartelu.",drama
bogowie,"Profesor Zbigniew Religa, utalentowany kardiochirurg wierzy, że jest w stanie dokonać przeszczepu serca. Nie poddaje się mimo wielu nieudanych operacji.",biography
skyline,"Kiedy nad Los Angeles pojawiają się dziwne niebieskie światła, zaczynają znikać mieszkańcy. Ocalałym pozostaje walka o życie z obcymi.",action
the house with a clock in its walls,"Nastoletni Lewis pomaga swojemu wujowi odnaleźć czarnoksiężnika, który stworzył zegar. Urządzenie to odmierza czas do nadchodzącej Apokalipsy. ",fantasy
bulletproof,"Tajny agent policji przenika do półświatka, gdzie jego lojalność zostaje wystawiona na próbę.",comedy
shang-chi and the legend of the ten rings,"Simu Liu wciela się w Shang-Chi, który musi zmierzyć się z przeszłością po tym, jak zostaje wciągnięty w sieć tajemniczej organizacji Dziesięciu Pierścieni. ",fantasy
mercy,"Samotna matka i jej synowie pomagają schorowanej babci, która jest kimś więcej, niż mogłoby się wydawać na pierwszy rzut oka.",horror
cinderella," Osierocona dziewczyna jest wykorzystywana do ciężkiej pracy przez macochę i jej dwie córki. Sytuacja ulega zmianie, kiedy kopciuszek z pomocą wróżki udaje się na królewski bal, gdzie poznaje księcia. ",animation
thor: the dark world,"Bóg Thor powraca, by ratować Ziemię, której zagraża starożytna rasa dowodzona przez żądnego zemsty niszczyciela.",fantasy
saw iv,Po śmierci Jigsawa ktoś kontynuuje jego dzieło. Tym razem ofiarami krwawej gry stają się dwaj agenci FBI.,horror
8 mile,"Młody chłopak z Detroit, Jimmi, ledwie wiąże koniec z końcem. Jego marzeniem jest nagranie własnej płyty i kariera rapera.",biography
the twilight saga: breaking dawn - part 2,"Edward i Bella postanawiają bronić swojej córki Renesmee przed rodziną Volturi i oskarżeniami, iż pół-wampir pół-człowiek może być śmiertelnie niebezpieczny dla obu ras. ",fantasy
scary movie 4,Cindy z przyjaciółmi musi uratować świat przed inwazją kosmitów i zmierzyć się z duchem małego chłopca.,comedy
serenity,"Kapitan Malcolm Reynolds zarabia wynajmując swój statek transportowy ""Serenity"". Przyjęcie na pokład młodego lekarza z siostrą okazuje się być kluczem do wielkiej tajemnicy. ",adventure
tinker bell and the legend of the neverbeast,"Jelonka, beztroska i utalentowana wróżka świata zwierząt, zaprzyjaźnia się z ogromną bestią i sprowadza ją do Przystani Elfów. Nie wszystkim ten pomysł się podoba. ",animation
the jungle book,"Mały chłopiec zostaje wychowany w dżungli przez dzikie zwierzęta. Gdy dorasta, postanawia odszukać Kitty, miłość z dzieciństwa. ",family
the discovery,Dwa lata po odkryciu życia po śmierci Will postanawia pomóc kobiecie zerwać z jej mroczną przeszłością.,romance
"i, frankenstein","Adam Frankenstein nosi w sobie tajemnicę, którą posiąść chcą zastępy istot ze świata ciemności. Rozpoczyna się polowanie. ",fantasy
king kong,"Lata 30. XX wieku. Bankrutujący reżyser i głodująca aktorka wyruszają na tajemniczą Wyspę Czaszki, by nagrać film swojego życia, ponieważ w Nowym Jorku panuje wielki kryzys. ",fantasy
crooked house,"Prywatny detektyw pracuje nad rozwiązaniem zagadki śmierci dziadka swojej byłej dziewczyny, zanim zrobi to Scotland Yard i ujawni rodzinne tajemnice.",crime
the grinch,"Mieszkańcy Ktosiowa oczekują Białego Bożego Narodzenia, a zielony stwór Grinch zrobi wszystko, by je zepsuć.",animation
the losers,Grupa komandosów sił specjalnych zostaje zdradzona przez mocodawców. Uznani za zmarłych żołnierze chcą za wszelką cenę dokonać zemsty i oczyścić dobre imię.,action
the girl in the spiders web,"Młoda hakerka Lisbeth Salander oraz dziennikarz Mikael Blomkvist wpadają w sieć szpiegów, cyberprzestępców i skorumpowanych urzędników państwowych.",crime
anacondas: the hunt for the blood orchid,"Ekspedycja naukowa wyrusza na tereny zamieszkane przez olbrzymie węże, by zdobyć kwiat o niezwykłych właściwościach.",horror
the divide,Po wybuchu atomowym grupa ocalałych ludzi zamyka się w piwnicy apartamentowca. ,thriller
assassins,Dwóch zabójców zostaje wynajętych do tego samego zadania. Obaj starają się ubiec przeciwnika.,action
warszawa 1935,"Krótkometrażowa animacja, która po raz pierwszy pokaże widzom stolicę Polski z okresu dwudziestolecia międzywojennego.",animation
the quest,Uliczny złodziejaszek staje przed niepowtarzalną szansą zdobycia cennej nagrody w międzynarodowym turnieju walk.,adventure
sinatra,"Historia życia legendarnego piosenkarza i aktora, Franka Sinatry. ",biography
charming,"Nad księciem Czarusiem ciąży klątwa, która powoduje, że zakochuje się w nim każda napotkana dziewczyna. Żeby nie stracić prawa do tronu, książę będzie musiał dostosować się do ultimatum ojca i znaleźć miłość życia.",animation
z punktu widzenia nocnego portiera,Strażnik w fabryce opowiada o swojej pracy. ,documentary
der mude tod,Kobieta otrzymuje od śmierci trzy szanse na uratowanie ukochanego. ,fantasy
the devil inside,"Isabell stara się pomóc matce, która została opętana przez demony.&nbsp;",horror
escobar: paradise lost,"Młody surfer wyjeżdża wraz z bratem do Kolumbii, gdzie zakochuje się w pięknej Marii. Wkrótce poznaje jej wuja Pablo Escobara, handlarza kokainy.",thriller
katyn,17 września 1939 roku ZSRR napada na Polskę. Dowódcy i oficerowie Wojska Polskiego zostają pojmani przez Armię Czerwoną. ,war
a walk in the clouds,"Paul, weteran wojenny, poznaje ciężarną Victorię. Jedzie z nią w rodzinne strony i udaje jej męża. ",drama
tinker tailor soldier spy,"Ekranizacja powieści Johna le Carré. Trwa zimna wojna, emerytowany agent zostaje przywrócony do służby i dostaje zadanie zdemaskowania sowieckiego szpiega w szeregach MI6.",thriller
lumiere et compagnie, Film zrealizowany z okazji setnej rocznicy narodzin kina. Czterdziestu współczesnych znanych reżyserów zrealizowało krótkie nowele filmowe ręczną kamerą sprzed stu lat.... ,documentary
restoration,W zamian za uleczenie ulubionej suczki króla Karola II Robert Merivel otrzymuje posadę nadwornego lekarza. Wkrótce władca postanawia oddać mu rękę jednej ze swoich kochanek.,biography
zjednoczone stany milosci,Rok po upadku PRL-u. Cztery pozornie szczęśliwe kobiety próbują odmienić swoje życie.,drama
killers kiss,"Bokser, Davy Gordon, zakochuje się w tancerce mieszkającej po sąsiedzku. Wkrótce wychodzi na jaw, że kobieta jest dziewczyną gangstera.",crime
license to wed,"Podczas kursu przedmałżeńskiego ksiądz wystawia narzeczonych na próbę, chcąc upewnić się, czy rzeczywiście są gotowi do zawarcia związku.",comedy
una pura formalita,W deszczową noc komisarz policji przesłuchuje znanego pisarza. ,crime
metropolis,"Detektyw i jego bratanek muszą rozwikłać zagadkę tajemniczego robota, dziewczyny o imieniu Tima. ",action
black beauty,"Młody koń wiedzie szczęśliwe życie z przyjaciółmi w wiejskiej rezydencji. Gdy jego właściciel musi wyjechać, sprzedaje zwierzęta, ale nie wszystkie trafiają do dobrych ludzi. ",drama
good," Niemcy, lata 30. XX wieku. Profesor akademicki John Halder (Viggo Mortensen) jest uczciwym i porządnym człowiekiem. Jego życie to nie bajka. Opiekuje się neurotyczną... ",drama
the lone ranger,Zamaskowany mściciel wytacza wojnę przestępcom na Dzikim Zachodzie. Towarzyszą mu odważny Indianin i jednonoga kobieta.,adventure
the princess diaries 2: royal engagement,"Mia przyjeżdża do Genovii, aby zasiąść na należnym jej tronie. Jednak zgodnie z prawem księżniczka przed objęciem władzy musi wyjść za mąż.",comedy
kochaj albo rzuc,"Pawlak i Kargul, wraz z wnuczką Anią, lecą do Chicago na zaproszenie Johna, brata Kazimierza. ",comedy
avatar,"Jake, sparaliżowany były komandos, zostaje wysłany na planetę Pandora, gdzie zaprzyjaźnia się z lokalną społecznością i postanawia jej pomóc. ",sci-fi
journal 64,Robotnicy remontujący starą kopenhaską kamienicę dokonują przerażającego odkrycia. W pomieszczeniu ukrytym za ścianą jednego z mieszkań znajdują trzy zmumifikowane ciała.,crime
the last summer,W trakcie ostatnich wakacji przed rozpoczęciem zajęć w college’u stojąca u progu dorosłości grupa przyjaciół próbuje szczęścia w dotychczasowych i całkiem nowych związkach.,comedy
true grit,Czternastoletnia Mattie Ross rusza z zapijaczonym szeryfem na poszukiwanie mordercy swojego ojca.,western
wild things,Oskarżony o gwałt uczennicy Sam nie przyznaje się do winy. W czasie śledztwa na jaw wychodzą nowe fakty.,thriller
sweeney todd: the demon barber of fleet street,"Golibroda wraca do wiktoriańskiego Londynu, by zemścić się na porywaczu żony i córki. We współpracy z sąsiadką otwiera zakład fryzjerski, dzięki któremu restauracja wspólniczki zaopatrywana jest w nadzienie do pasztecików. ",musical
the guest,"Zwolniony ze służby żołnierz zaprzyjaźnia się z rodziną kolegi, który zginął na misji. Po tym, jak zostaje przyjęty do ich domu, w okolicy mają miejsce serie niewyjaśnionych morderstw.",thriller
hamilton,"Historia Alexandra Hamiltona - osieroconego imigranta, który przybywa do Nowego Jorku, by w przyszłości zostać jednym z ojców założycieli Stanów Zjednoczonych Ameryki.&nbsp;",biography
music of the heart,"Roberta, utalentowana skrzypaczka, po rozwodzie zmuszona jest zmienić swoje życie. Przenosi się do Wschodniego Harlemu, aby w tamtejszej szkole poprowadzić klasę skrzypiec. ",biography
the lady,"Aung San Suu Kyi opuszcza męża oraz dzieci i powraca do rodzinnej Birmy, aby poprowadzić pokojowy ruch przeciwko wojskowemu reżimowi.",biography
the baytown outlaws,Braci Oodie otrzymują zlecenie odzyskania syna klientki.,action
mommy dead and dearest,"Dee Dee Blanchard manipuluje opinią publiczną, aby zdobyć współczucie i pomoc materialną dla chorej córki. ",documentary
ondine,"Rybak Syracuse podczas połowu wyciąga z morza półprzytomną kobietę. Dziewczyna przedstawia się jako Ondine, nie chcąc pokazać się nikomu innemu.",romance
grease,"Sandy i Danny zakochują się podczas wakacji. Wkrótce odkrywają, że trafili do tej samej szkoły, przez co ich letnia miłość zostaje wystawiona na próbę.",musical
bedazzled,"Nieszczęśliwie zakochany mężczyzna oddaje demonicznej piękności swoją duszę, a ona w zamian spełnia siedem jego życzeń.",fantasy
the green knight,"Sir Gawain, lekkomyślny i&nbsp;uparty siostrzeniec króla Artura, podejmuje misję zmierzenia się z Zielonym Rycerzem.",fantasy
the highwaymen,"Dwaj policjanci wracają z emerytury, aby pomóc w ujęciu Bonnie i Clyde'a.",crime
the nines," Film opowiada trzy różne historie, które tylko pozornie nie są ze sobą związane. Poznajemy aktora, który gra w serialu Laboratorium zbrodni, dobrego scenarzystę, który... ",drama
far from heaven,"Cathy i Frank wiodą sielankowe życie. Wszystko się zmienia, gdy wychodzi na jaw, że mężczyzna jest gejem.&nbsp;",romance
de lautre cote du periph,"Dwóch skrajnie różnych policjantów, rozwiązując kryminalną zagadkę, zadziera z wysoko postawionymi ludźmi władzy, którym wydaje się, że są nietykalni. ",action
kung fu panda 2,"Panda Po wreszcie został mistrzem sztuk walki. Ale zbliża się groźny wojownik, który planuje podbić Chiny i zniszczyć sztukę kung-fu.",animation
spider-man: into the spider-verse,Miles Morales po ukąszeniu przez radioaktywnego pająka staje do walki z nikczemnym Kingpinem. Pomogą mu w tym Spider-Manowie z innych wymiarów.,animation
ostatnie pietro,"Kapitan Wojska Polskiego trafia na ślad afery, która zmieni całe jego życie.",thriller
star wars: the rise of skywalker,"Członkowie Ruchu Oporu stawiają czoła nowej organizacji militarnej zwanej Ostatecznym Porządkiem, dowodzonej przez odrodzonego Imperatora Palpatine'a. ",adventure
upgrade,"Sparaliżowany Grey poddaje się nowatorskiemu zabiegowi, aby o własnych siłach odnaleźć zabójców swojej żony. ",action
the knight before christmas,Średniowieczny rycerz trafia do czasów współczesnych i zakochuje się w nauczycielce.,fantasy
zookeeper,"Pracownik zoo musi zmienić posadę, aby odzyskać dziewczynę. Zwierzęta nie chcą dopuścić do odejścia ich ulubionego opiekuna.",family
thor: love and thunder,nr 1 (polskie napisy),fantasy
the fifth element,"Nowy Jork w XXIII w., były komandos Korben Dallas wplątany zostaje w misję ratowania świata przed siłami zła absolutnego objawiającymi się raz na pięć tysięcy lat.",action
walking with dinosaurs,"Kinowa wersja słynnego serialu BBC o prehistorycznych gadach, zrealizowana w cyfrowym 3D.",animation
battlefield earth: a saga of the year 3000,Ziemia znajduje się we władaniu kosmitów. Grupa ludzi zamierza wzniecić rebelię przeciw najeźdźcom. ,adventure
hidalgo,"Legendarny jeździec, Frank T. Hopkins, bierze udział w wyścigu konnym nazywanym Oceanem Ognia. Dosiadając dzielnego mustanga Hidalgo, mężczyzna musi pokonać 3000 mil pustynnych piasków Arabii Saudyjskiej, Iraku i Syrii.",adventure
"tango, no me dejes nunca"," Utalentowany reżyser zostaje porzucony przez żonę. Aby pokonać rozpacz, rozpoczyna pracę nad filmowym musicalem. Odwiedza lokale, gdzie tańczy się tango. Poznaje... ",drama
rush,"Lata 70. XX wieku. Dwaj kierowcy Formuły 1, Brytyjczyk James Hunt i Austriak Niki Lauda, toczą skrajnie niebezpieczną rywalizację o tytuł mistrza świata. ",biography
clueless,"Gdy w szkole pojawia się nowa i niezbyt atrakcyjna uczennica, Cher proponuje jej metamorfozę.&nbsp;",comedy
the wolf of wall street,"Historia Jordana Belforta, brokera, którego błyskawiczna droga na szczyt i rozrzutny styl życia wzbudziły zainteresowanie FBI.",biography
"masculin, feminin: 15 faits precis", Film jest jednym z najważniejszych dokonań czołowego prekursora francuskiej nowej fali - Jean-Luc Godarda. Obraz powstał na podstawie dwóch opowiadań Guy'a de... ,drama
limage manquante,"Rithy Panh przy pomocy glinianych figurek, archiwalnych materiałów i narracji odtwarza zbrodnie popełnione przez Czerwonych Khmerów w latach 1975-1979.",documentary
death on the nile,W czasie wakacji spędzanych nad Nilem Hercules Poirot będzie musiał rozwiązać sprawę morderstwa młodej milionerki.,crime
mamma mia!,"Dwie historie miłosne z piosenkami ABBY w tle. Młodziutka Sophie próbuje ustalić kto jest jej ojcem, by ten podczas ślubu odprowadził ją do ołtarza.",musical
jacobs ladder,Weterana wojennego z Wietnamu dręczą niepokojące koszmary nocne i narasta w nim poczucie bycia szpiegowanym.,thriller
inspector gadget,"John Brown po wypadku i operacji staje się niezwyciężonym policjantem, który walczy ze złem.",comedy
diary of a wimpy kid,"Greg Heffley zaczyna naukę w gimnazjum, która jest dla niego nie lada wyzwaniem.",family
blithe spirit,"Ruth i Charles biorą udział w seansie spirytystycznym, w czasie którego przypadkowo zostaje przywołany duch byłej żony Charlesa. Od tej pory wszyscy muszą radzić sobie z zaskakującym miłosnym trójkątem. ",fantasy
pacific rim: uprising,"Jake porzuca kryminalne podziemie i jedna się z siostrą, aby uratować Ziemię przed kolejną inwazją Kaiju.",action
within the whirlwind," Jest rok 1937. Eugenia Ginzburg, ideowa komunistka, wykłada literaturę rosyjską na uniwersytecie w Kazaniu. Jej mąż jest członkiem lokalnego komitetu WKP(b). Rodzina... ",biography
heima,"Dokumentacja trasy koncertowej zespołu Sigur Rós, który latem 2006 roku dał serię darmowych i niezapowiedzianych występów w swojej ojczystej Islandii.",documentary
pawn,"Kiedy uzbrojeni bandyci napadają na bar i biorą klientów za zakładników, odkrywają, że lokal jest przykrywką mafii. ",crime
problem child,"Bezdzietne małżeństwo adoptuje chłopca, który jest wyjątkowo nieznośnym rozrabiaką. ",family
cry-baby,"Społeczny wyrzutek, którego rodzice zostali straceni na krześle elektrycznym, zakochuje się w dziewczynie z dobrego domu.&nbsp;",musical
the new mutants,"Pięcioro młodych mutantów, trzymanych w sekretnym ośrodku wbrew ich woli, przebudza swoje zdolności i walczy, by uciec od grzechów przeszłości. ",action
a dogs way home,"Pies wyrusza w długą, pełną przygód drogę, aby odnaleźć swojego właściciela.",family
mr. magoo,Podstarzały milioner ma kłopoty ze wzrokiem. Podczas wizyty w muzeum staje się to powodem jego kłopotów. ,family
dragon ball z 10: kiken na futari! supa senshi wa nemurenai,"Po walce na planecie Todokama, Saiyanin Brolly dociera na Ziemię. Son Gohan i wojownicy muszą przeciwstawić się jego sile.",action
eagle vs shark,Jarrod i Lily to osoby dość aspołeczne. Pewnego dnia spotykają się na imprezie przebrani za ulubione zwierzęta: orła oraz rekina.,comedy
