title,description,genre
dead again,"Detektyw Mike Church poszukuje zaginionych osób. Wkrótce otrzymuje zlecenie, by odkryć tożsamość kobiety, która nie pamięta kim jest.",thriller
yip man 3,"Mistrz wschodnich sztuk walki i jego uczniowie przeciwstawiają się gangsterom, którzy terroryzują lokalną szkołę.",biography
the secret of kells,W irlandzkim opactwie Brat Aidan powierza młodemu Brendanowi dokończenie sekretnej księgi.,animation
the secret garden,"Po śmierci rodziców dziesięcioletnia Mary Lennox wprowadza się do domu wuja. Na terenie ogromnej posiadłości dziewczynka poznaje nowych przyjaciół oraz odkrywa zaniedbany ogród, któremu chce przywrócić dawny wygląd.",family
the spirit," Pewnej księżycowej nocy w Central City, policjant Denny Colt (Gabriel Macht), rusza na kolejną misję. Trop wiedzie go na błotniste nabrzeże, wprost do starego zatopionego... ",fantasy
jackie brown,"Stewardessa przyłapana na nielegalnym przewożeniu pieniędzy z Meksyku do Los Angeles rozpoczyna grę między agentami FBI a handlarzem broni, dla którego pracowała.",crime
thir13en ghosts,"Po tragicznej śmierci żony oraz utracie domu, Arthur i jego dzieci otrzymują nieoczekiwany spadek - posiadłość zmarłego wuja. Dom, skrywający przerażającą tajemnicę, zamienia ich życie w koszmar.",horror
wind chill," Dwoje studentów jedzie do domu na wakacje. Gdy samochód rozbija się w opustoszałym miejscu, zaczynają ich nawiedzać duchy zmarłych ludzi. ",horror
the grandmother," Bity i zaniedbywany przez rodziców, samotny chłopiec przemierza rozległe mroki przepełnionego cierpieniem domu rodzinnego. Na strychu odkrywa tajemniczą torbę z nasionami... ",animation
good," Niemcy, lata 30. XX wieku. Profesor akademicki John Halder (Viggo Mortensen) jest uczciwym i porządnym człowiekiem. Jego życie to nie bajka. Opiekuje się neurotyczną... ",drama
the italian job," Charlie Croker to szykowny rabuś i uwodziciel, który dopiero co opuścił więzienie. Aby uniknąć kary za recydywę, swój nowy skok chce zorganizować za granicą, we Włoszech.... ",action
quantum of solace,"Agent 007 szuka osób odpowiedzialnych za śmierć ukochanej Vesper. Trop prowadzi do organizacji Quantum, której członkowie planują przejąć kontrolę nad wydobyciem jednego z najważniejszych surowców świata. ",thriller
the kingdom,"Zespół agentów FBI, pracując na terytorium Arabii Saudyjskiej, próbuje wyjaśnić okoliczności zamachu terrorystycznego. ",drama
i am not your negro,Historia rasizmu w USA na podstawie morderstw trzech znanych Afroamerykanów.,documentary
demolition man,"Były policjant John Spartan zostaje obudzony z hibernacji, by złapać przestępcę, przez którego został zamrożony.",action
tae-geug-ki hwi-nal-ri-myeo,W 1950 roku wybucha wojna koreańska. Bracia Jin-tae i Jin-seok zostają wcieleni do wojska.,drama
frankie and johnny,"Były więzień zakochuje się w koleżance z pracy. Ona trzyma go na dystans, lecz on uważa, że są sobie przeznaczeni.",drama
the texas chainsaw massacre: the beginning,"Podczas podróży po Teksasie czwórka przyjaciół&nbsp;bierze udział&nbsp;w karambolu. Na miejscu zjawia się szeryf, który przewozi ich do domu&nbsp;psychopatycznego mordercy.",horror
egymasra nezve, Dwa lata po zakończeniu rewolucji 1956 roku na Węgrzech jej echa jeszcze nie przebrzmiały. Jednak wolność słowa i wolność jednostki to nadal tylko puste słowa. W tym... ,biography
the legend of hercules,Oszukany przez ojczyma Herkules zostaje sprzedany w niewolę z powodu zakazanej miłości. ,fantasy
monsieur verdoux,"Verdoux, były kasjer bankowy, utrzymuje swoją rodzinę z mordowania bogatych kobiet. ",drama
the thomas crown affair,Milioner przygotowuje napad na bank w celu manifestacji swojej pogardy wobec społecznych norm.,crime
arthur et la vengeance de maltazard,"Artur powraca do krainy Minimków, gdyż jest przekonany, że księżniczce Selenii grozi niebezpieczeństwo. Tymczasem wiadomość o treści S.O.S. nie pochodzi od niej.",animation
"kochanie, chyba cie zabilem",Nagranie wideo z zarejestrowanym morderstwem przypadkowo trafia w niepowołane ręce.,thriller
avengers: endgame,"Po wymazaniu połowy życia we Wszechświecie przez Thanosa Avengersi starają się zrobić wszystko, co konieczne, aby pokonać szalonego tytana. ",action
rocknrolla,"Grupa drobnych złodziei zadłuża się u szefa londyńskiego półświatka. Ten jednocześnie usiłuje ubić interes z rosyjskim miliarderem i zapanować nad swoim pasierbem, uzależnionym od narkotyków rockandrollowcem. ",crime
insidious,"Po upadku z drabiny chłopiec traci przytomność. Będąc w śpiączce, wchodzi do świata umarłych.",horror
the tall man,"Historia matki uprowadzonego chłopca, której przychodzi zmierzyć się z przerażającą legendą. ",thriller
one hundred and one dalmatians,"Okrutna Cruella DeMon marzy o płaszczu ze skór dalmatyńczyków, więc skupuje lub porywa szczenięta tej rasy. Rodzice uprowadzonej piętnastki maluchów, Pongo i Perdita, wyruszają im na ratunek.",animation
space chimps,"Wysłane w kosmos szympansy trafiają na planetę, którą rządzi bezwzględny tyran. ",animation
a wedding," Wesele i ślub Dina Corelli z panną Brenner staje się dla Altmana wspaniałą okazją do wyśmiania amerykańskiego społeczeństwa. Altman wyśmiewa prawie wszystko, od sztucznej... ",drama
jak rozpetalem druga wojne swiatowa,"Pechowy szeregowiec Franek Dolas myśli, że rozpętał II wojnę światową. Chcąc zabłysnąć bohaterskimi czynami, plącze się w coraz większe tarapaty.",comedy
blades of glory,Po wdaniu się w bójkę dwaj łyżwiarze figurowi dostają dożywotni zakaz występów solowych. Postanawiają wygrać więc zawody jako pierwsza męska para.,comedy
el silencio del pantano,"Gdy dziennikarz, który został autorem kryminałów, przygląda się korupcji w&nbsp;ramach pisania nowej książki, granice między fikcją a&nbsp;rzeczywistością szybko się zacierają.",thriller
storks,Bociany od dłuższego czasu nie zajmują się roznoszeniem dzieci. Jednak przez pomyłkę otrzymują zlecenie na doręczenie niemowlaka.,animation
eagle vs shark,Jarrod i Lily to osoby dość aspołeczne. Pewnego dnia spotykają się na imprezie przebrani za ulubione zwierzęta: orła oraz rekina.,comedy
de lautre cote du periph,"Dwóch skrajnie różnych policjantów, rozwiązując kryminalną zagadkę, zadziera z wysoko postawionymi ludźmi władzy, którym wydaje się, że są nietykalni. ",action
dragon ball z 9: ginga girigiri!! butchigiri no sugoi yatsu,"Gohan, Vegeta oraz Trunks w czasie nieobecności Goku, walczą z Bojackiem i jego pomocnikami.",action
bowfinger,Reżyser Bobby Bowfinger znajduje się na granicy bankructwa. Ostatnią szansą odniesienia sukcesu w Hollywood jest nakręcenie kasowego filmu z udziałem gwiazdy kina akcji. ,comedy
king kong,"Członkowie załogi badawczej odkrywają wyspę, gdzie rdzenni mieszkańcy czczą olbrzymią małpę o imieniu Kong. Stwór porywa Dwan - kobietę, którą ekspedycja wyłowiła z morza. ",fantasy
hierro,Podczas wakacji na odludnej wyspie znika syn Marii. Pozostawiona sama sobie kobieta rozpoczyna własne śledztwo. ,thriller
zycie za zycie. maksymilian kolbe," Jan Tytz ucieka z obozu oświęcimskiego. Po latach dowiaduje się, że przez niego zginęło 10 osób, w tym ojciec Maksymilian Kolbe. ",biography
wesele,"Historia miłości tak mocnej, że przekracza granice, nie mieści się w ramach i jest silniejsza od wszelkich barier. Szczere spojrzenie na współczesny świat, a także dramatyczna podróż w przeszłość, która nikomu nie pozostanie obojętna.",drama
avengers: age of ultron,"Światu zagraża robot Ultron, który pragnie przejąć władzę. Superbohaterowie postanawiają temu zapobiec, stawiając czoło groźnemu najeźdźcy. ",action
mad max beyond thunderdome,Wędrujący przez pustkowia Max zostaje wciągnięty w rozgrywkę między rywalizującymi o władzę Cioteczką Entity i Panem Buchem. ,thriller
the raven,"Dr Bedlo pragnie zemsty na wrogim czarnoksiężniku, który zmienił go w kruka. Do pomocy angażuje zaprzyjaźnionego Erasmusa Cravena.",fantasy
mia et le lion blanc,Dziesięcioletnia Mia przenosi się wraz z rodziną z Londynu do Afryki. Zaaklimatyzować się w nowym środowisku pomoże jej biały lewek. ,family
elf,Wychowany wśród elfów Świętego Mikołaja Buddy wyrusza do Nowego Jorku w poszukiwaniu biologicznego ojca. ,family
gremlins,W czasie Świąt Bożego Narodzenia złośliwe gremliny terroryzują spokojne miasteczko. ,fantasy
beetle juice,"Do domu zamieszkiwanego przez parę duchów wprowadzają się nowi właściciele. Zjawy, chcąc się ich pozbyć, wzywają z zaświatów bioegzorcystę - Beetlejuice'a.",fantasy
the naked gun 212: the smell of fear,"Frank Drebin próbuje powstrzymać szalonego potentata energetycznego, który planuje katastrofę ekologiczną.",comedy
robin williams: come inside my mind, Obraz ukazuje niezwykłe życie i karierę Robina Williamsa. Opowiedziana głównie jego słowami historia pokazuje drogę na szczyt nieprzeciętnego twórcy. W dokumencie HBO... ,documentary
black mirror: bandersnatch,"Rok 1984. Młody programista zaczyna kwestionować rzeczywistość, pracując nad grą wideo na podstawie mrocznej powieści fantasy. ",thriller
e.t. the extra-terrestrial,Pozostawiony przypadkowo na Ziemi kosmita zaprzyjaźnia się z małym Elliottem. Niezwykły przybysz próbuje wrócić do domu. ,family
the covenant,"Czterech młodych mężczyzn pochodzących z rodu czarownic stawia czoła piątemu potomkowi, aby zachować swoją tajemnicę.",fantasy
jodorowskys dune,"Dokument opowiada o próbie nakręcenia adaptacji filmowej powieści sci-fi ""Diuna"" przez Alejandra Jodorowsky'ego.",documentary
killers kiss,"Bokser, Davy Gordon, zakochuje się w tancerce mieszkającej po sąsiedzku. Wkrótce wychodzi na jaw, że kobieta jest dziewczyną gangstera.",crime
shaft,John Shaft pomaga swojemu synowi rozwiązać zagadkę przedwczesnej śmierci jego najlepszego przyjaciela.,crime
"hori, ma panenko!",W małej czeskiej miejscowości odbywa się coroczny Bal Strażaków. Pomimo dokładnych przygotowań nie wszystko idzie zgodnie z planem.,drama
to catch a thief,"Były złodziej próbuje udowodnić, że kolejne kradzieże klejnotów nie są jego dziełem. Prowadząc prywatne śledztwo, nawiązuje romans z atrakcyjną kobietą. ",crime
champs,"Mike Tyson, Evander Holyfield i Bernard Hopkins opowiadają o swoich bokserskich karierach. Relacjonują drogę, jaką musieli przejść od wyrwania się z biedy do osiągnięcia sukcesu.",documentary
the perverts guide to cinema,Dokument przedstawia postać słoweńskiego filozofa Slavoja Žižka oraz jego psychoanalityczne rozważania na temat wielu klasycznych filmów.,documentary
die groe stille," Dokument Philipa Gröninga jest pierwszym filmem przedstawiającym życie w Wielkiej Kartuzji, głównym klasztorze zakonu kartuzów we Francji. Film jest bardzo oszczędny w... ",documentary
hush," Młoda i ciężarna żona Jacksona (G. Paltrow) staje się obiektem szykan jego matki, Marthy (J. Lange), która nie może pogodzić się z utratą syna na rzecz innej kobiety.... ",drama
mission: impossible,Niesłusznie oskarżony o zdradę agent IMF musi odkryć i zdemaskować prawdziwego szpiega. ,thriller
heart and souls," Pewnej tragicznej nocy 1959 roku w wypadku autobusu zginęli wszyscy pasażerowie. Czterech z nich właśnie przechodziło najtrudniejszy okres w swoim życiu, borykali się z... ",fantasy
bebe,"Pierwszy rok z życia czwórki maluchów z różnych krańców świata, które w odmienny sposób poznają swoje otoczenie. ",documentary
daddy day care, Charlie Hinton wraz ze swoim przyjacielem tracą swoje posady. Są zmuszeni zrezygnować z posyłania dzieci do prestiżowego przedszkola Chapman Academy. Charlie postanawia... ,family
elle,Michèle jest bezwzględną szefową firmy zajmującej się grami wideo. Pewnego dnia we własnym domu zostaje zaatakowana przez nieznanego napastnika.,thriller
switchback,"Agent FBI udaje się do miasteczka Amarillo, gdzie doszło do serii morderstw. Liczy, że ich sprawcą jest seryjny zabójca, którego tropi od lat. ",crime
kup teraz,"Dwaj bracia podczas libacji wystawiają na aukcji internetowej swoje dziewczyny. Kiedy orientują się co zrobili, próbują odkręcić sytuację. Problem w tym, że aukcja cieszy się dużym powodzeniem.",comedy
paranorman,"Norman potrafi rozmawiać ze zmarłymi, ale nikt mu nie wierzy. Mimo tego jego niezwykłe umiejętności uchronią miasteczko przez klątwą sprzed kilkuset lat.",animation
prince of persia: the sands of time,"Dastan, przybrany syn króla Persji, zostaje wrobiony w morderstwo swojego ojca. Wraz z niepokorną księżniczką Taminą wyrusza w podróż, aby dowieść swojej niewinności.",fantasy
demonic,"Policjant i psycholog badają sprawę śmierci piątki osób, którzy zginęli, przywołując duchy.",horror
the prince of egypt,"Wychowany przez egipcjan Mojżesz dowiaduje się o swojej tożsamości i zostaje wybrany, by wyprowadzić żydów z niewoli.",animation
the cove,"Grupa naukowców obserwuje zatokę koło Taijii w Japonii, by ujawnić znęcanie się nad delfinami i związane z tym zagrożenie dla ludzkiego zdrowia.",documentary
deuce bigalow: male gigolo,"Czyściciel akwariów, Deuce, rozpoczyna pracę jako męska prostytutka, aby zarobić na odnowienie apartamentu, który zniszczył swojemu pracodawcy. ",comedy
the bank job,Film oparty na prawdziwych wydarzeniach przedstawiających kulisy legendarnego napadu na londyński bank przy Baker Street z 1971 roku.,crime
black beauty,"Młody koń wiedzie szczęśliwe życie z przyjaciółmi w wiejskiej rezydencji. Gdy jego właściciel musi wyjechać, sprzedaje zwierzęta, ale nie wszystkie trafiają do dobrych ludzi. ",drama
edison,Po odkryciu oddziału skorumpowanych policjantów młody dziennikarz prosi zaufanych znajomych o pomoc w ich zdemaskowaniu.,crime
hotarubi no mori e,"Hotaru spotyka w lesie Gina, chłopca ducha, który - jeśli zostanie dotknięty przez człowieka - zniknie.",fantasy
flee,"Prawdziwa historia Amina, który u progu małżeństwa jest zmuszony ujawnić swoją przeszłość. ",animation
patient zero,"Po epidemii zombie mężczyzna stara się odszukać pacjenta zero, który jest ostatnią nadzieją ludzkości. ",horror
the last witch hunter,Współczesny Nowy Jork. Ostatni łowca czarownic staje do walki przeciwko wiedźmom. ,fantasy
point break,Banda nieuchwytnych przestępców od lat napada na banki. Trop prowadzi policję do grupy surferów. ,thriller
les couloirs du temps: les visiteurs 2,"Rycerz Godfryd de Montmirail przenosi się w przyszłość, by odzyskać rodowe klejnoty.",fantasy
mollys game,"Była narciarka Molly Bloom zakłada najbardziej ekskluzywny, nielegalny klub pokerowy w USA. Pewnego dnia do drzwi bohaterki pukają agenci FBI. ",biography
music of the heart,"Roberta, utalentowana skrzypaczka, po rozwodzie zmuszona jest zmienić swoje życie. Przenosi się do Wschodniego Harlemu, aby w tamtejszej szkole poprowadzić klasę skrzypiec. ",biography
beksinscy. album wideofoniczny,Dokument ukazuje życie rodziny Beksińskich za pośrednictwem prywatnych materiałów dźwiękowych i filmowych.,documentary
finding dory,"Zapominalska morska rybka Dory udaje się w podróż do Kalifornii, by odnaleźć utraconą rodzinę. ",animation
che: part two,"Rok 1966. Po zwycięstwie na Kubie Ernesto Guevara niespodziewanie rezygnuje ze swojej pozycji i pod przybranym imieniem wyrusza do Boliwii, aby zorganizować kolejną rewolucję. ",biography
enen,Zainteresowanie psychiatry wzbudza pacjent z amnezją i bez historii choroby. Postanawia zabrać go do domu. ,thriller
"jim &amp; andy: the great beyond - the story of jim carrey &amp; andy kaufman featuring a very special, contractually obligated mention of tony clifton"," Jim Carrey wspomina swoją totalną przemianę w&nbsp;Andy’ego Kaufmana i&nbsp;zaprasza nas do&nbsp;rozważań nad sensem życia, rzeczywistością, tożsamością i&nbsp;karierą.... ",documentary
chicken run,Mieszkające na farmie kurczaki desperacko próbują uciec i zacząć nowe życie. ,animation
sing 2,"Aby wystąpić w teatrze Crystal, Buster Moon i jego ekipa muszą odnaleźć i przekonać legendę rocka do powrotu na scenę.",animation
hocus pocus, Trzy czarownice z Salem zostają skazane na śmierć. Przed wykonaniem wyroku rzucają zaklęcie pozwalające im powrócić do świata żywych. ,family
prymas - trzy lata z tysiaca,Prymas Stefan Wyszyński zostaje osadzony w opuszczonym klasztorze za sprzeciwianie się władzy komunistycznej.,biography
little nicky,"Diabeł wysyła syna na Ziemię, aby ten sprowadził swoich braci, którzy uciekli z piekła.",fantasy
the african queen,"Afryka, czasy I wojny światowej. Charlie Allnut, kawaler i łowca przygód, przewożąc na swojej łodzi siostrę zmarłego pastora, napotyka wojsko niemieckie.",comedy
from paris with love,Asystentowi amerykańskiego ambasadora w Paryżu zostaje przydzielony agent CIA. Razem próbują zapobiec zamachowi terrorystycznemu. ,action
college road trip," Po ukończeniu liceum młodziutka Melanie Porter (Raven-Symoné) chce iść do Georgetown. Namówiona jednak przez rodziców, decyduje się wybrać w podróż po USA, aby znaleźć... ",family
date and switch,Michael i Matty pragną stać się mężczyznami jeszcze przed studniówką. Jednak w oczach koleżanek nie są atrakcyjni. ,comedy
the founder,Ray Kroc wchodzi w spółkę z braćmi McDonald. Wkrótce otwierają restauracje oferujące dania podawane klientom w niecałą minutę.,biography
the mummy: tomb of the dragon emperor,Na Dalekim Wschodzie rodzina O'Connellów próbuje powstrzymać wskrzeszonego cesarza Hana i jego armię terakotowych wojowników przed zawładnięciem światem.,fantasy
historie z yodok,Byli więźniowi północnokoreańskiego obozu koncentracyjnego Yodok przygotowują spektakl teatralny poświęcony życiu w niewoli.,documentary
the jungle book,"Mowgli jako dziecko zostaje porzucony w dżungli i przygarnięty przez zwierzęta. Kiedy dorasta, rozpoczyna podróż w poszukiwaniu swoich prawdziwych korzeni. ",animation
the last airbender,"Pan Ognia podbija cztery krainy, na które podzielony jest świat. Po upływie stu lat pojawia się Aang - potomek jedynej istoty zdolnej przywrócić równowagę. ",fantasy
nightwatch,Student Martin zatrudnia się na nocną zmianę jako strażnik. W kostnicy zaczynają być popełniane zbrodnie. ,thriller
french kiss,"Kate udaje się za narzeczonym do Paryża, aby uratować związek.",comedy
that sugar film,Dokument opowiadający o oddziaływaniu cukru na ludzki organizm. ,documentary
super mario bros.,"Bracia Mario, dwaj włoscy hydraulicy z Brooklynu, wyruszają do równoległego świata by uratować Daisy, archeolog porwaną przez króla Koopę.",fantasy
cujo,"Kiedy spokojny i przyjazny pies bernardyn zostaje ukąszony przez nietoperza, staje się bezlitosną bestią.",horror
the football factory,"Adaptacja powieści Johna Kinga. Oprócz sobotnich imprez, narkotyków i przygodnego seksu, ulubionym zajęciem Tommy’ego są bójki z innymi kibicami piłkarskimi.",crime
the house,"W tej czarnej komedii animowanej tajemniczy dom skrywa historie biednej rodziny, nerwowego dewelopera i&nbsp;sfrustrowanej właścicielki na&nbsp;przestrzeni dziejów.",animation
the possession experiment,"Brandon Jensen kocha horrory, więc kiedy nadarza się okazja do zbadania egzorcyzmów, postanawia przeprowadzić eksperyment z opętaniem. ",horror
the flintstones in viva rock vegas,"Po zdaniu końcowego egzaminu Fred i Barney dostają dobrze płatną pracę w kamieniołomach. By uczcić sukces, udają się do Bedrock, gdzie poznają wymarzone dziewczyny.",family
dolor y gloria,"Salvador Mallo, kultowy hiszpański reżyser filmowy, który stroni od mediów i usilnie strzeże swojej prywatności, przeżywa na nowo najważniejsze momenty swojego życia.",drama
the bourne supremacy,Ktoś podszywa się pod Bourne'a i morduje agentów CIA w Berlinie. Po nieudanym zamachu na swoje życie były agent ponownie stawia czoła mrocznej przeszłości. ,thriller
final girl,Grupa nastolatków planuje nietypową inicjację dla nowej dziewczyny w szkole.,thriller
seven years in tibet,"Austriacki himalaista, Heinrich Harrer, wyrusza na kolejną wyprawę, lecz z powodu wybuchu wojny nie może powrócić do domu. Podczas przymusowego pobytu w Tybecie poznaje młodego Dalajlamę. ",biography
only the brave,Grupa strażaków walczy z pożarem trawiącym las. Ogień zaczyna zagrażać mieszkańcom miasteczka Yarnell w Arizonie.,biography
die unendliche geschichte,"Młody chłopiec wchodzi w posiadanie książki, która jest kluczem do świata fantazji.",family
luccello dalle piume di cristallo," Pierwszy film Dario Argento, którego akcja rozgrywa się w Rzymie. Młody amerykański pisarz, Sam (Tony Musante), jest świadkiem próby morderstwa młodej kobiety. Wydarzenie... ",crime
bad times at the el royale,"Siedmioro obcych sobie ludzi, z których każdy skrywa mroczną tajemnicę, spotyka się w hotelu El Royale.",thriller
mortdecai,"Brytyjski arystokrata, będąc jednocześnie pracownikiem galerii sztuki oraz złodziejem, ma zamiar odnaleźć i zrabować obraz, który skrywa cenne informacje. ",comedy
lucky them,Dziennikarka rockowa dostaje zlecenie wytropienia swojego byłego chłopaka.,drama
blackhat,Amerykańskie oraz chińskie siły specjalne pracują wspólnie nad sprawą piractwa komputerowego na dużą skalę. ,crime
the sicilian,Wyjęty spod prawa Salvatore Giuliano razem z grupą partyzantów walczy o niepodległość Sycylii.,biography
ostatnia gora,"Grupa kilkunastu wspinaczy próbuje dokonać historycznego, zimowego wejścia na K2.",documentary
weekend,Russel poznaje Glena w klubie dla gejów. Spotkanie zmienia jego dotychczasowe życie.,drama
die hard: with a vengeance,"Terrorysta szantażuje mieszkańców Nowego Jorku szeregiem zamachów. Jeśli policjant John McClane nie spełni jego żądań, dojdzie do kolejnych ataków.",thriller
everly,Ukrywająca się w swoim apartamencie kobieta stawia czoła licznej grupie morderców nasłanych przez jej byłego chłopaka - szefa mafii.,action
chaos,Detektyw Conners i jego nowy partner Dekker prowadzą śledztwo w sprawie tajemniczego napadu na bank. Wkrótce policjanci odkrywają intrygę na dużą skalę. ,crime
dr. seuss the cat in the hat,"Życie Sally i Conrada ulega zmianie, kiedy napotykają na swojej drodze gadającego kota w kapeluszu.",family
eragon,"Siedemnastoletni Eragon znajduje tajemnicze jajo, z którego wykluwa się smok. Chłopak staje się jego jeźdźcem.&nbsp;",family
gnomeo and juliet,"Adaptacja sztuki Szekspira. Krasnale ogrodowe, mimo że pochodzą ze zwaśnionych rodów, zakochują się w sobie bez pamięci. ",animation
hideaways,"Chłopiec posiada niepożądaną moc, dlatego by nie krzywdzić innych, wybiera życie samotnika. Po kilku latach poznaje dziewczynę, która ukrywa się w lesie z powodu nieuleczalnej choroby.",fantasy
the island,"Połowa XXI wieku. Kiedy Lincoln Sześć Echo i Jordan Dwa Delta mieszkający w zamkniętym ośrodku orientują się, że są oszukiwani, postanawiają uciec.",action
"bedziesz legenda, czlowieku",Dokument przedstawia polską reprezentację w piłce nożnej podczas Euro 2012.,documentary
boo-san-haeng,Pasażerowie pociągu jadącego z Seulu do Pusan próbują przetrwać wybuch epidemii zmieniającej ludzi w zombie. ,horror
captain america: the first avenger,Młody Amerykanin bierze udział w&nbsp;tajnym&nbsp;wojskowym eksperymencie i jako superbohater staje do walki z nazistami.,action
secret in their eyes,"Gdy ofiarą mordercy pada córka policjantki Jess, zostaje ona odsunięta od sprawy. Postanawia na własną rękę znaleźć sprawcę. ",crime
the conspirator,"Początkujący adwokat, Frederick Aiken, otrzymuje karkołomne zadanie obrony Mary Surratt, oskarżonej o udział w spisku, który doprowadził do śmierci prezydenta Lincolna.",crime
red sonja,"Wojowniczka Sonja pragnie pomścić masakrę swojego ludu, której sprawczynią jest zła królowa Gedren. ",fantasy
"i, frankenstein","Adam Frankenstein nosi w sobie tajemnicę, którą posiąść chcą zastępy istot ze świata ciemności. Rozpoczyna się polowanie. ",fantasy
racing extinction,"Dokument przedstawia działalność człowieka, która prowadzi do upadku flory i fauny.",documentary
the machine,"Przyszłość. Trwa zimna wojna między Chinami a Wielką Brytania. Aby się bronić, Dr Vincent tworzy humanoida - robota-żołnierza.",thriller
the house with a clock in its walls,"Nastoletni Lewis pomaga swojemu wujowi odnaleźć czarnoksiężnika, który stworzył zegar. Urządzenie to odmierza czas do nadchodzącej Apokalipsy. ",fantasy
pora mroku,Joanna w towarzystwie przyjaciół wyrusza na poszukiwania brata. Tropy prowadzą do opuszczonej fabryki. ,horror
una pura formalita,W deszczową noc komisarz policji przesłuchuje znanego pisarza. ,crime
the unsaid,"Były psychiatra postanawia wrócić do zawodu i pomóc młodemu chłopcu, który przypomina mu zmarłego syna.&nbsp;",thriller
is the man who is tall happy?: an animated conversation with noam chomsky,Michel Gondry rozmawia z Noamem Chomskym na temat jego poglądów oraz naukowych teorii. ,animation
love and other disasters,"Emily pracuje w redakcji magazynu Vogue, ale doskonale sprawdza się także jako swatka. Pilnując by jej przyjaciele znaleźli drugie połówki, dziewczyna zapomina o własnym szczęściu.",comedy
les rivieres pourpres,"Dwaj policjanci łączą siły, by rozwikłać zagadkę brutalnych zbrodni popełnionych w okolicy.",crime
"o brother, where art thou?",W latach Wielkiego Kryzysu złodziejaszek Ulysses i jego dwaj kompani uciekają z więzienia. Główny bohater mami towarzyszy wizją ukrytego skarbu.&nbsp;,comedy
bad boy,"Właściciel klubu piłkarskiego nie cofa się przed niczym, by&nbsp;zbudować drużynę mistrzów. Na szokujące skutki jego działań nie trzeba długo czekać.",thriller
the fifth element,"Nowy Jork w XXIII w., były komandos Korben Dallas wplątany zostaje w misję ratowania świata przed siłami zła absolutnego objawiającymi się raz na pięć tysięcy lat.",action
nasza klatwa,"Historia reżysera i jego żony, którzy mierzą się z poważną chorobą swojego dziecka.",documentary
the good liar,"Zawodowy oszust poznaje w internecie dobrze sytuowaną wdowę, która szybko otwiera przed nim swój dom oraz życie. Mężczyzna usiłuje zwalczyć uczucia do kobiety i sfinalizować rutynowy szwindel.",drama
cesky sen,"Dokument przedstawia kampanie reklamową tytułowego supermarketu. Wszystko jednak jest ukartowane, gdyż sklep tak naprawdę nie istnieje.",documentary
cartel land,Matthew Heineman bada stan problemu narkotykowego na granicy amerykańsko-meksykańskiej.,documentary
crank: high voltage,"Chev Chelios zostaje zoperowany w wyniku czego lekarze wszczepiają mu sztuczne serce. Aby przetrwać, mężczyzna musi doładowywać się prądem. ",action
hot tub time machine,Trzech rozczarowanych życiem przyjaciół wyjeżdża na weekend. Kąpiel w jacuzzi niespodziewanie przenosi ich do przeszłości.,comedy
a lonely place to die," Grupa alpinistów, prowadzona przez Alison (Melissa George) praktykuje wspinaczkę na najbardziej niebezpiecznym górzystym terenie Szkocji. Nagle jeden z nich słyszy dziwne... ",crime
im not ashamed,"Prawdziwa i niezwykła historia Rachel Joy Scott, uczennicy Columbine High School i pierwszej ofiary strzelaniny z 20 kwietnia 1999 roku.",biography
demain,"Dokument przedstawiający wizję, co stanie się z Ziemią, gdy będziemy tak jak dotąd korzystać z jej zasobów. ",documentary
red dawn,Grupa nastolatków broni miasta przed inwazją żołnierzy z Korei Północnej.,action
spartacus,Historia buntu niewolników w Imperium Rzymskim pod&nbsp;przywództwem&nbsp;Spartakusa. &nbsp;&nbsp;,biography
southpaw,Pomimo przeciwności losu bokser stara się powrócić na szczyt i odzyskać dobre imię. ,drama
shrek,"By odzyskać swój dom, brzydki ogr z gadatliwym osłem wyruszają uwolnić piękną księżniczkę.",animation
focus,Profesjonalny oszust uczy fachu młodą dziewczynę. Tworzące się między nimi uczucie komplikuje ich relacje zawodowe. ,comedy
she-devil,"Przebiegła i zaradna pani domu postanawia zemścić się na mężu, który porzuca ją dla bogatej pisarki romansów. ",comedy
tom &amp; jerry,"Mysz Jerry zamieszkuje w luksusowym nowojorskim hotelu. Aby się go pozbyć, pracownica angażuje kota Toma.",animation
spinning man,"Profesor, który ma opinię kobieciarza, staje się głównym podejrzanym zabójstwa studentki.",thriller
griffin &amp; phoenix,"Griffin, rozwiedziony ojciec dwóch synów, dowiaduje się, że ma raka. Na wykładzie z psychologii śmierci poznaje piękną Sarę Phoenix. ",drama
no way out,"W wyniku nieszczęśliwego wypadku wpływowy polityk zabija kochankę. Tuszując sprawę, jego doradca kieruje podejrzenia na domniemanego rosyjskiego szpiega.",thriller
noi albinoi,"Noi to mieszkający w małym islandzkim miasteczku siedemnastolatek, który marzy, by uciec razem z dziewczyną pracującą na pobliskiej stacji benzynowej.",drama
sabrina,Dwaj bracia z zamożnej rodziny zakochują się w córce szofera.,comedy
passion,"Przebiegła i bezwzględna Christine z premedytacją planuje skompromitowanie nowej pracownicy. Nie wie, że trafiła na godną siebie przeciwniczkę. &nbsp; ",crime
limmortel,"Emerytowany gangster postanawia zemścić się na przyjacielu po tym, jak zostaje napadnięty i pozostawiony przez jego ludzi z 22 kulami w ciele.",crime
