title,description,genre
ninety," Based on a comic book by writer Matthew McLean, Ninety follows two scientist who both share a passion for preservation of our future although through completely different means. Andalus a Malthusian believes that the planet can not sustain all of humanity and in order for the planet and humanity to survive Ninety percent must perish. Haven uses technology to give the planet and humanity a fighting chance. Haven has been able to augment the Ninety percent of the foreign organisms in our bodies to given individuals abilities. Will we be the Ninety percent to perish or can the Ninety percent in each of us be enough to save us.",adventure
submit to captivity," Five vignettes with beautiful babes in bondage. In the first, a cute blonde is tricked into meeting a lovely crook and winds up hogtied and gagged. In the next story an adventuress is grabbed, bound, muzzled, spanked and tormented with ice cubes. In the next tale, a innocent woman tries to free herself from the chair to which she's securely roped. In the fourth vignette, a woman discovers a former roommate has been captured by a burglar and rather than freeing her, gloats while her former friend frantically tries to escape. In the last yarn, a woman's former boyfriend, angry at being kicked to the curb, gets his revenge by stripping her to the waist and leaving secured in a inescapable ball-tie.",adventure
yukonic!," The Story: Gold Nuggets, Bear Spray... Film Locations? Vancouver filmmaker buddies Dalton and Stewart find themselves in Canada's Yukon in search of gold treasure to fund their next film project. Old Uncle Logan has left some cryptic clues behind on a map, leading our heroes on a gold nugget speckled trek through the diverse northern terrain. Through snow, sun, mountains, lakes, tundra locations and historic gold rush cities - they find themselves inspired by Yukon's natural wonders and eventful past. While trekking through sand dunes, sleeping under stars, riding a 100-plus-year-old train, marveling at black granite summits and enduring a freak bear spray accident - they discover something much more valuable than gold: a treasure trove of film locations as diverse as the Yukon seasons. Will they be seduced by Yukon Magic?",adventure
"fetish burglar, security vixen & the chair-tie-o-rama"," When a buxom burglar breaks into a costume warehouse, she must match wits with a beautiful and determined security guard. First one lady, then the other, has the upper hand, leaving her opponent tied and gagged. After the main feature, there are numerous vignettes of damsels lashed securely to chairs and silenced with plenty of cloth.",adventure
take five and other tales," Three bondage vignettes in one Harmoney Concepts video. In the first, buxom blonde voice actress Amber is hired to do an impersonation - of a kidnapped princess. In the second Sadie and Dorothy are vying to be hosts of the network series, ""Tied Up All Night"". Between film clips of movie being aired on the network, the two rivals battle to place the other candidate at a competitive disadvantage. In the third, a new roommate discovers that one of the women with whom she shares her apartment is out to get her.",adventure
the prisoner of zenda," English trout fisher Rudolf Rassendyll is about the only tourist not coming for the coronation of Central-European King Rudolf V at Strelsau, but happens to be a distant relative and is approached on account of their canning resemblance to stand in for the drunken king, in order to prevent his envious half-brother Michael, who arranged spiking his wine to seize the throne when the reputedly less then dutiful Rudolf stays away. The ceremony goes well, and he gets acquainted with the charming royal bride, related princess Flavia, but afterward the king is found to be abducted; he must continue the charade and once the hiding place, the castle of Zenda, is found is involved in the fight between political parties for control over Rudolf V, his throne and his bride, for which a formidable third candidate, Michael's disloyal co-conspirator Rupert of Hentzau, was waiting in the curtains.",adventure
a challenge for robin hood," Robin, a young Norman nobleman, is falsely accused by his cousin of murdering another cousin. His accuser is actually in league with the corrupt Sheriff of Nottingham to seize control of the family lands, which Robin would inherit. Forced to flee into nearby Sherwood Forest, Robin begins to gather a band of rebels to fight against his scheming cousin and the evil sheriff.",adventure
sci fi sol," Emily, a lonely designer, finds herself in the middle of a fantastic and dangerous adventure when her most recent creation, the super hero rock star Melody Nife, comes to life! As Melody Nife's power increases, Emily realizes that he is a slave of the evil Brain Computer that wants to hypnotize the world with music! Now Emily must save the world and rescue Melody Nife from the sinister clutches of The Nifers, a team of video game superheroes of Emily's own design.",adventure
the ancient highway," Long thought dead, young Clifton Brant returns to his small town along the St. Lawrence River in Canada, after traveling around the world. He has come back to take revenge on millionaire Ivan Hurd, who has cheated his father. Hurd, however, sends the cops after Clifton, who manages to escape via ""The Ancient Highway"". He meets and falls for beautiful Antoinette St. Ives, who has also been taken advantage of by Hurd. Together, they hatch a plan by which they can both get their revenge.",adventure
scorpion inc. 2: the union," Gia attempts to unionize a nuclear power plant, but the owner's thugs have a list of pro-union workers and are bound, gagged and determined to kidnap the ringleaders and break up the pro-union elements among his workers. In the second segment, Justine is handcuffed, tied to a chair and blindfolded while forced to answer questions during a grueling interrogation.",adventure
the barrier," Gale, a store owner, lives in an Alaskan village with his grown ward, Necia, whom he had rescued years before from her murderer father, Captain Bennett. Now Bennett, disguised as Ben Stark, has arrived in the village seeking vengeance and his daughter.",adventure
humilitating bondage for office heroines," Six beautiful women find out how dangerous the business world can be. One is abducted and tied to a post, another is left to struggle after being roped in her bathroom, a third is the victim of a office bondage prank, the next is captured and robbed by a rope-crazy burglar and the last two are captured by thieves, forced to divulge the combination to the safe and then left bound, gagged and bare-breasted.",adventure
the adventures of kaitlyn kitty kat kay," It's 1945 in the midst of WWII. The arch-villain known as ""the villain"", after causing havoc on the east coast now turns attentions to the west coast....specifically domestic wartime operations in Tustin, California. After wrecking a local ship and tank-making plant, now-unemployed welder Kaitlyn Kristin ""Kittykat"" Kay, wishing she could do something to stop the Villain's machinations, finds herself in receipt of an odd-looking box sent to her by her ""colored"" boyfriend from oversees. Inside said box is a tiger-patterned ""catsuit"" that, once she puts it on, gives her catlike speed, strength and other feline attributes....including a cat's nine lives. And she'll need every one of them as she takes on the Villain and the villain's hatted henchmen in a series of daring and life-ending cliffhangers, reminiscent of the 1930's-50's movie serials that this project is a loving, if slightly snaky, tribute to/take on.",adventure
the shipment," Convinced that their new partner, Stacy, is actually an undercover cop, Brenda and Murray decide to grab her, tie her up and, when they've made their big drug deal, send their former friend to Davy Jones' Locker. But their new ""supplier"" is actually the leader of a rival drug gang and soon Brenda and Stacy are both stripped, bound, and gagged victims with an uncertain future.",adventure
the settlers of catan, Protagonist Herman Wundeba is forced to leave his native land due to dwindling resources and relentless bandits. He and three of his henchmen quickly turn on one another as they vie for fertile land in a new world called Catan. Herman makes good use of his charm and sheep supply to reach ultimate glory of the throne only to witness his kingdom fall once again to a destructive storm leading to an ice age. It is up to him to rebuild in a desolate land of scavengers and savages as he promises his followers to turn a humble settlement of brick and mortar to a city of marble and cobblestone.,adventure
she would never be missed," When a bail jumper hires a company to help her flee the country, she didn't realize what was in store for her once she was on foreign soil. The same could be said of the beautiful bounty hunter who was sent to arrest her. Three vignettes featuring other bound and gagged Harmony Concept beauties follow.",adventure
laughing anne," Based on Conrad's short story of a red-headed beauty of the eighteen-eighties who was a singer in an elegant Parisian night-club, whose laugh gave her the title of ""Laughing Anne"". Her lover, Jen Farrell wins a fight that should have led to a meeting with heavyweight champion John L. Sullivan but crooks, who had sought to fix the fight, fixed him instead and Farrell is so hurt that Laughing Anne realizes he will never fight again. They drift to the Eastern seas where Anne becomes a singer in sordid Javanese bars. There she meets Captain Davidson, the master of a trading schooner, stows away on his ship and begs him to take her to Singapore. In the slow lazy cruise, Davidson falls under the spell of Laughing Anne and begs her to marry him, but she has learned from him an old forgotten sense of loyalty, jumps ship at Singapore and makes her way back to the blowzy, forlorn life with Farrell. Years later, Davidson meets her again when an unusual cargo takes him to a strange lonely, hot-and-steamy jungle settlement; the Woman with the Laugh has sunk in squalor and, although she is still with Farrell, she has a little boy named Davy with her. Davidson's heart and mind leap back to the rapture of that Archipelago cruise and he tells Annie he will take her and Davy away with him. But Farrell has heard of Davidson's rich cargo and plans to seize it.",adventure
squash falconer extraordinary," A travel adventure show hosted by British born extreme athlete, Squash Falconer. Squash is an extreme athlete and world traveler with a knack for instantaneous friendships and a penitent for extreme adventure. For Squash, these aren't mutually exclusive concepts. At any given moment, she is making new friends that inevitably lead to her next adventure. In each episode, Squash Falconer trains and competes in a bizarre physical challenge from a unique place in the world. The challenge is the hook and entry point into the exploration of new places, food and culture told through the eyes of Squash as she interacts with her environment. Audiences will love watching Squash, hearing her thoughts in travel-diary style narration, all with a dash of humor that Squash brings to the table amongst her diversity of extreme talents.",adventure
kontrolnaya po chudesam," The young witch Victoria has three tasks to accomplish to avoid being expelled from the witch school. In the land of fairytale, in the Three-times-ninth kingdom, the tsar Yesenya needs help retrieving a magic Seeing Apple. In the Three-times-tenth kingdom, the king Reginald the 64th has disappeared. And in the Three-times-fourteenth kingdom, king Olaf needs to remove a spell from his daughter.",adventure
silenced witness," A tabloid's interview of a beautiful private detective is interrupted by a thug is determined that the pretty P.I. won't serve as a witness in an upcoming trial. Both reporter and detective are stripped, tied and gagged and placed in a room with a bomb that's armed and ready to explode. Will they manage to escape their horrible fate?",adventure
legends of rod & reel," These are The Legends of Rod & Reel. Some are famous; some are not. Some catch crappies; some chase bass. Some battle tarpon; some cast for carp. No matter, they all share one thing in common. Every Legend is exceptional with a hook and line. They possess fishing skills the rest of us can only wish we had. They have a thirst to catch. They fish with passion. These are The Legends of Rod & Reel.",adventure
hacker gamez," When a team of video game developers are fired two months before their game STORM BUNNIES goes public, they decide to hack into the company's source code repository and f*ck up the game's code. This act of geek vengeance leads them on an adventure they were not prepared for when they uncover dangerous code built into the game.",adventure
maddie rose and the plumed serpent," In 1946, a lovely anthropologist/adventurer searches for the cosmic device that restores Central America to its Incan, Aztec and Mayan roots. She's joined by a charismatic sorcerer who seeks to prove one of two ancient warring kings rightfully rules the kingdom - and its vast wealth.",adventure
walk into paradise," Steve McAllister, an Australian official for The New Guinea Administration, gets orders to investigate an oil discovery by Ned 'Shark-Eye' Kelly in the interior. He selects his native policeman, Sergeant-Major Towalaka, to accompany him on his ""walk into hell"" and then finds that a French lady doctor, Louise Dumurcet, is to go with them part of the journey. They find the malaria-stricken Jeff Clayton in a deserted village and he joins the trek. They are captured by jungle-natives but are released after Dr. Dumurcet cures the fever-stricken children of the chief.",adventure
innocent housewives bound and gagged," When a wayward husband learns that his wife is on to his two-timing ways, he binds her and gags her and then grabs his girlfriend and leaves her roped and struggling while he withdraws all the money from their bank accounts. In the next story, a woman surprises a burglar who overpowers her and leaves her naked, tied and struggling. When her roommate returns, instead of helping her friend, she fondles the poor girl's body indecently. In the last story, a ruthless criminal fondles her helpless, bound and gagged hostage unmercifully.",adventure
the adventures of frank merriwell," A 12-episode serial in which scholastic sports star Frank Merriwell leaves school to search for his missing father. His adventures involve a mysterious inscription on a ring, buried treasure, kidnaping and Indian raids. He saves his father and returns to school just in time to win a decisive baseball game with his remarkable pitching and hitting.",adventure
time of liberty," A queen forces her people to hunger and strictly punishes those who do not pay taxes. So her army destroys the feud named ""Niviee"". In the battle the little daughter of Niviee's Lady dies. The woman, Elise Foster, moved by vengeance, leads a group of rebels, organizes a revolt against the ruthless queen. During this adventure, Elise finds herself having to protect the little princess of the kingdom. Their meeting marks the beginning of an inner journey for Elise: the little girl reminds her of her daughter.",adventure
hajka," After issued Chetniks and destruction to make an agreement between the Partisans and the Chetniks, a partisan unit angry about betrayal, deception is being broken. A one broken group of partisans unwittingly sabotage draws to the attention of the Chetniks, and the Italians who, instead-prepared attack on the headquarters of the Supreme People's Liberation Struggle, entering into a bloody campaign against the wounded, hungry and poorly armed partisans hidden by the dugout. In that hell, everyone becomes a hunted beast, and the beast that persecuted. In the chaos of destruction, in the wilderness, in the midst of the rampage of death, gives birth to son wounded Partisans, a symbol of triumph of life.",war
chelovek voyny," WWII. A detachment of underground partisans under the leadership of commander Shmakov is hiding out in a forest near the front lines. They are joined by a reconnaissance group led by Major Semin from State Security. The day to day life of the partisans is extremely tense, as they risk their lives fighting the enemy and encounter conflicts within their own group. Hoping to enhance his career, Semin contacts Shimmel, a highly place German spy, in an attempt to recruit him for the Soviet side. During the encounter, Semin is given false information about chemical bombs supposedly developed by the Germans. Semin immediately informs central command, sure that he will be rewarded for his important discovery. However, central command decides that the tip needs to be confirmed and sends reconnaissance officer Lida Eisenschmidt to get close to Shimmel and get to the bottom of the chemical weapons story. Kurt Shimmel and Lida Eisenschmidt are well matched adversaries. They are both professionals and brave opportunists, able to control themselves in the most extreme conditions. Both are lonely, surrounded by colleagues who cannot appreciate their skill or understand their dance with death. Kurt and Lida are predators - born of war - who have lost all traces of their humanity. But perhaps that is the essence of human nature.",war
ku cai hua," The Wangs keep a harem of concubines. Wang Jianzhi, the third young master of the Wangs, finds out that his wife has an affair with Wang Changsuo, a long-term worker of his family, and has given birth to an illegitimate girl named Xingli after he finishes his college in Beijing. However, Wang Jianzhi chooses to endure this disgrace silently and bear the adultery. Mother, who used to be a maid of the Wangs, actively joins in the anti-Japanese battle of the village and becomes a revolutionary mother who later learns how to tactically fight against the brutal enemies. Juanzi, daughter of Mother, falls in love with Jiang Yongquan, a young promising party secretary in town, but is obstructed by Zhao Xingmei, head of Women Association. Head of the arsenal, who dies a glorious death and is Xingmei's husband, turns out to be Juanzi's elder brother. Another girl named Shuhua is brutally gang raped by the Japanese soldiers, and then becomes a primary school teacher after being rescued. At school, she makes friends with Xingli, the ""daughter"" of the Principal Wang Jianzhi. One day, Xingli inadvertently enters into the tunnel in the Wangs' yard, only to find the closest person to her is a spy and is sending a telegram to the Japanese Army in the basement. Unfortunately, Xingli is brutally raped and killed. That extremely cunning spy is later arrested, and confesses that his boss is the seemingly vulnerable woman whose real name is Shima Hanako, a senior Japanese spy of Special Division.",war
bullet hole," Medal, mark the hero, remember the unforgettable story. The thirties of the last century, the era of warfare. Stone broken days, in the Jagged battlefield life and death, repeatedly built Qigong Red Army head, suddenly received a mysterious task, turned out to escort an unknown traffic officer. So the contrast of the strong changes in the personality of the rebellious fighters feel very useless. However, the placid behind the hidden hidden pull the body of the mystery: As Gu Shunzhang's rebellion, the Chinese Communist Party in Shanghai underground gangs were devastating blow, located in Shanghai's international radio station was destroyed by the enemy, in order to quickly restore the Party Central Committee and the outside world Of the contact, lurking in the enemy agents of the underground party members Song Yingjie secretly cover the traffic through the Shanghai, braving the huge risk to the party on the long march on the way to secretly send high-power radio and special password.",war
the rose of no mans land," The Rose of No Man's Land is a first world war drama that isn't about the war. It's about the people left behind. The women who were left to keep the country running and how they stepped up to do so. More importantly it's about women not allowing themselves to be defined by who they are perceived to be and where they come from. Traditionally war stories tell of the dramatic effect it has on the men fighting the war, but the women are fighting injustice too. Men fighting and the horrors of the battlefield has been portrayed often and well but Rose has a fresh perspective and a unique story to tell. From Nurse Edith Cavell to the Loveless women; Maisie, Florence and Dorothy, The Rose of No Man's Land is about remarkable, strong women who would not be oppressed without a fight.",war
hamase-ye darre-ye shiler," Plot summary: Rahim is expelled from the Revolutionary Guards (IRGC). He steals a minibus, goes to Kordestan and is intercepted and forcibly detained by a branch of the Kurdish Democratic Party of Iran headed by Hessam Khan. The party is bringing arms and ammunition in from Iraq. The IRGC learns about this and sends someone with the assumed name Nasser to get more information. The Kurds identify Nasser and kill him. Hessam Khan is also killed by a villager. Rahim's real identity becomes known when he goes to Iraq to get ammunition. To prove his innocence he goes to IRGC headquarters and volunteers for a suicide mission. Clashes begin with the Kurdish Democrats and the IRGC forces win.",war
top secret level 18," Top Secret Level 18 is a narrative film that explores 18 true stories that occurred in Ukraine during World War II. They passed under the stamp ""top secret"" in the Soviet Secret Service documents. The film uncovers 18 terrible incidents that are documented by revealing evidence and eyewitness testimonies. These are events that help to bring an understanding to the scope of existing lies about World War II. The international audience is aware of crimes committed by Nazi Germany, but have less understanding about the crimes committed by Stalin and his generals against his own people. The truth was buried for a long time as Stalin's USSR declares victory in the war.",war
gettymovie," 43,000 people were killed in UK by the Nazis while J. Paul Getty was in Berlin shipping oil to Hitler. Jean Paul Getty's mother; Catherine Risher was German. Dec. 20, 1940 ... the New York Daily News wrote about Getty's involvement with espionage at the Pierre Hotel in New York. 2003 documents declassified by UK Warfare Ministry reveal that Oct. 1941 the pro-Nazi Jean Paul Getty employed and lodged Nazis at his Pierre Hotel in New York City; Nazis who were involved in spying on and sabotaging Allied Forces' war production plants. FBI reported that Getty was still shipping oil to Hitler; June, 1941 ... nine months after London was being bombed ... five months before Pearl Harbor.",war
bataan, Japan has just invaded the Phillipines and the US Army attempts a desperate defence. Thirteen men are chosen to blow up a bridge on the Bataan peninsula and keep the Japanese from rebuilding it.,war
pibada," Based on a revolutionary play supposedly written by the Eternal President of the Democratic People's Republic, Kim Il-sung, and rumored to have been co-directed by the late, great Kim Jong-il . This revolutionary work is also popular among the Chinese, especially those who lived through the Cultural Revolution, and have fond memories of revolutionary antics.",war
un ponte per linferno," Three prisoners from a Nazi prison camp (an American, an Italian and a German deserter), are trying to make their way through Nazi occupied territory and over to freedom. Along the way, they encounter a group of resistance fighters trying to disrupt the German supply lines. In addition, they also hear about a priceless treasure hidden somewhere that the Nazis are searching for. What will win out, the desire for freedom, the desire for revenge or the desire for money?",war
tiger zero three," A black Special Forces soldier must single-handedly face dozens of Al Qaeda fighters. Out-manned and out-gunned, he must call on all of his training, tactics, and survival instinct to stay alive and prevent his teammates from being overrun.",war
1941," June, 1941. A small Russian village at the border is living its everyday life - people work, love, squabble, make plans for the future. The war changes all plans, tears families apart, the first victims fall... Some Russian straggling soldiers who managed to stay alive after the first onslaught of the German army make their own war, some of the locals joining them to avenge their murdered relatives and to fight for their native land. The villagers are rent between the threats and executions introduced by the German invaders for helping the guerrillas and the necessity to help these guerrillas who are of their own flesh and blood. German repressions meet stubborn resistance. Walter, a German lieutenant, feels that the tactics of repression are wrong, but his superiors do not understand him. Walter falls in love with a local peasant girl, Dasha, but for Dasha only one man exists - Grigory, head of the local guerrillas. Grigory in his turn is married to Alyona, but not of his won accord. Alyona knows nothing about Grigory's fate after the war begins, and helps a wounded Russian soldier hiding him from the Germans... How will the war cut all these knots?",war
blood army," It's been threatening for years, tensions rising, the truce being challenged and tested. The pieces are falling into place; war is inevitable now as the forces of good and evil prepare for a rip roaring raging battle to end all others, and finally decide on the fate of the earth and its human inhabitants...",war
gitmo titmo," A Plutonium vapor bomb goes off at an Army base. There's intelligence that there are 12 more bombs strategically placed around the country and that domestic terrorists have joined to cause revolution. TITMO teams are released (Terrorist Interrogation Teams: Mainland Operations) to find and perform GTMO style enhanced interrogation on various female couriers who are coordinating information between diverse domestic terrorist groups. Hopes are that these interrogations will lead to the bombs quickly, before they go off.",war
missing jane," Set during World War II, Missing Jane is the story of Gordon Idaho, a B-17 bomber radio operator, who is thrust in with a new crew when their radio operator is killed over the skies of Europe in the winter of 1943. The crew of the Jane Doe is a tough group to fit in with and on their first mission together, the bomber gets shot down and crashes in the German countryside. The surviving members of the crew take refuge in an abandoned farm house where they struggle to fight the elements, each other and the fear of being captured by the Nazis. Idaho soon discovers that the house contains a dark mystery-one that he is determined to solve. Will Idaho reveal the secrets of the past? Will the crew survive behind enemy lines?",war
hamase-ye majnoon," After taking over of Iranian border city Mehran by the Iraqi army, the Iranian government orders the army to free the city from the hands of the enemy forces. A mission is given to Hadj Ahmad Amin the Iranian commander, to distract the Iraqi army by opening new frontier in Majnoon islands near Iraqi borders but.",war
le coeur decouvert," When 24 year old apiring actor Mathieu meets and falls for 39 year old Jean-Marc who has just ended a seven year relationship, things are not all roses. In addition to their age difference there's the matter of Mathieu's five year old son from a previous marriage.",romance
o amor esta no ar," Lora Berg is the host of radio show ""Namoro no Ar"" that promotes romantic dates. One day, she interviews listener Carlos Henrique, a 22-year-old man who claims he wants to find his true love. They get to know each other and Lora finds herself falling in love with him, but she gradually suspects he may have another agenda.",romance
prateeksha," Kishen Lal is the only son of Pandit Lal, a devout & staunch Kanyakubh Hindu Brahman from Bihar. Kishen has left his parents' home and is studying medicine while living in a hostel. It is here he meets Reena Brown, a Christian, and both fall in love. Reena has already suffered a broken-heart when her boyfriend, John Clayton, married Emily and re-located to London. Reena introduces Kishen to her dad, James, who approves and soon the couple start planning to get married through the Registrar of Marriages. When Pandit comes to know, he is enraged and visits Reena and her dad. He warns Reena that if the marriage takes place then he will never be able to get his unmarried daughter get married, as well as never welcome her and Kishen home either. An argument ensues between Pandit and James and both decide not to give their consent to this marriage. Reena also decides not to get married either. A broken-hearted Kishen, though successful in becoming a doctor, leaves the hostel and re-locates to distant Madhupur - a quiet town where Hindus go to Church and the Christians openly worship Hindu Gods. Then years later Reena re-enters his life and it is here that he will learn the truth why John dumped Reena, and the secret that James had hidden from Reena for many years.",romance
speed love," John and Mary meet at an over 50's Speed Dating Night. Serendipity has brought them together. Their like minds, their loves, their hates, all pave the way to the ultimate romance. Speed Love tells the tale of an over fifties Speed Dating Night that goes terribly wrong. Two middle-aged lost souls (John and Mary) sign up to attend a Speed Love Night at their local Village Hall. John and Mary seem destined to find one another, they celebrate their mutual passions and loves in music and song, yet what might turn out to be a night of true romance, develops into something quite unexpected.",romance
growing the big one," Seattle radio talk-show host Emma Silver inherits grandpa Walt's pumpkin farm in Valleyville. She didn't plan to respect his last will, which was to run the farm, but loses her job and is forced to accept hosting a new 'green' program. In order to keep it, she must pay off a $75,000 mortgage. To that end, she hopes to win the pumpkin growing contest using grandpa's winning seed line and cultivation log. Neighbor Seth Cullen, the town's handyman (and actually a Stanford engineering graduate), has a hard time convincing her they need to team up. Seattle radio call-in show host Emma Silver is called back to the small town of Valleyville, a three hour drive away, upon learning of the death of her paternal grandfather, farmer Walt Silver. Like every farmer in Valleyville, Walt primarily grew pumpkins, as Valleyview holds a competitive annual pumpkin growing contest. Emma has not been back to Valleyville, where she used to visit all the time as a child, since the tragic death of her parents when they were visiting there while Emma was away at college. As she is his only next of kin, Walt deeds the farm to Emma, despite he knowing she knows nothing about farming, and deeds her a few seeds from his last award winning pumpkin, the latest in a lineage. In a note to her, he asks her to make sure the spirit of his legacy in the farm is preserved, if not by her than by someone she trusts will honor it. He also mentions that he hopes she can deal with issues that he could not during his life, which she learns is a $75,000 mortgage on the farm, due at the end of the current year's growing season. Walt's death also leads to Emma getting to know some of her new Valleyview neighbors, some of who have an agenda. Valleyville Mayor Kyle Finster, who is also the bank manager, wants Emma to sell Walt's farm to a developer, in the name of the town's ""progress"", and to foreclose if need be to get that to happen. And Emma's next door neighbor, Seth Cullen, who earns a living as a mechanic running such a business on his farm, wants to buy some of Walt's pumpkin seeds in an effort to open his own garage on Main Street to compete against Mighty Muffler, a chain outfit coming to town as part of the Mayor's progress. Emma also learns that Seth's plan involves winning the pumpkin growing contest, which has the potential of a $50,000 prize if the world record of 1,878 pounds for a single pumpkin is broken. In combination with work issues resulting from a corporate merger, Emma decides to stay on the farm for the season to try and win that $50,000 prize to save the farm. As Emma tries to learn all she can about farming, including the secrets of the other locals and of her late grandfather, she may come to the realization of who may be best to look after Walt's legacy in the long term, and what she herself wants for her life.",romance
jazbaat," Jagdish comes to his village to sell his ancestors property as there is no one to take care after him.Balraj who is caretaker of all his properties tells him by doing so he will be jobless.Jagdish asks Balraj to come to Bombay and will help him get work but his son Vishal is in no mood to go to Bombay.Surma is a fearful gangster in Bombay he kills Inspector Agnihotri where in Inspector Khan swears to kill him.Vishal gets in tiff with Surma's man Kishen and Babban but Surma spares him and asks to work for him.Vishal does I'll legal work for Surma and catches the eye of Inspector Khan.Vishal meets Varsha and both fall in love meanwhile.Jagdish calls Balraj and asks to take care of his property and provides him the shop keys which does not go well with his brother Inlder,Inder kills Jagdish and blames Blaraj for it.Inspector Khan comes to arrest Balraj but manages to escape with help of Vishal now Khan any how wants to get hold of them.",romance
avunanna kadanna," Mangaraju is the dreaded landlord of Lanka. He forcibly grabs the lands and farms of farmers in Lanka. In the process, he grabs the land of Ravi's father. Ravi grows up in a nearby village. After growing up, he returns to Lanka to claim his land. He gives dappu performance on the birthday of Mangaraju and impresses him. When Mangaraju asks him what gift he wants, Ravi asks for his rightful land that was grabbed by him 20 years ago. Mangaraju in trying to keep his word, gives back 5 acres of land. Ravi starts ploughing this land. He also falls in love with a village belle Aravinda. And incidentally Aravinda happens to be the grand daughter of Mangaraju. Mangaraju who disapproves of this love, separates them. The entire second half is all about how Ravi and Aravinda reunite to get married.",romance
brasserie valentijn," Thirty-something Valentine runs a renowned restaurant and her stylish dining room is fully booked for Valentine's Day. Chef cook Angelo prepares the food and the tables are romantically covered. The guests enter, hoping for love on their menus. Valentine has everything under control, she thinks. But how could she expect that Frank, her old flame from 12 years ago would suddenly reappear on this day of love...",romance
old goodbye," Does a love brought together by destiny necessarily mean it'll be forever? Kang Soo Hyuk (Jang Hyuk) meets Han Chae Hee (Jang Nara) at an ocean cliff one day, and she takes a photo on her Polaroid camera to commemorate their meeting. So begins a relationship that leads to marriage, but divorce follows two years later when Chae Hee steadfastly refuses to have children despite Soo Hyuk's pleading.",romance
prem geet," Prem and Geet meet each other on the way to Kagbeni. Geet escaped from home because of her grandmother's continuous insistence to marry. Prem was on the way due to his personal deeds, but he was too pressurized to marry. Both fakes their marriage to get rid of continuous insistence, but ultimately fall in love then after. But their fake marriage creates problems and ultimately they are separated from each other. Both try to convince their parents, but fails. What will happen next? Will Prem and Geet be together? Or choose the path no one wants?",romance
therell be days like this," Woman, mid 30's, wants to forget love and throws herself at her career. until her friend surprises her on a trip to a matchmaker festival in Ireland. The irresistible town vet makes her doubt her choice and forces her to think about what's most important to her.",romance
kogda ya stanu velikanom," Times change - the characters change. But how often do we return to the brave and noble musketeers, to D'Artagnan and Cyrano de Bergerac, playing on stage or in life. The protagonist is the eighth-grader Petya Kopeikin, ""the notorious hooligan"" - according to the expression of the teacher, breaks the school play ""Cyrano de Bergerac"" because he does not like the appointment of classmate-upstart Fyodor Lastochkin for the role of Cyrano. From this event begins the story of ""a la Cyrano"" between Kopeykin and Lastochkin.",romance
oneului yeonae," Hyun-woo is a weather reporter known for her stunning looks and class on television. In real life, however, she's a boozehound who can shatter any preconceived notions of her in the blink of an eye. Dong-jin is the married producer Hyun-woo loves. Hyo-bong is a young photographer who falls for Hyun-woo at first sight. At the center of it all is her childhood friend and schoolteacher Jun-su, who has a deep and long simmering love for Hyun-woo. The ""love story"" of her life now unfolds as she juggles three relationships with three men of different personalities.",romance
catch of a lifetime," Elaine Rose Chalmers has the perfect organized life. The host of her own Austin, Texas radio program, the self-proclaimed ""Queen of Planning"" spends her days advising callers on how charts, lists, and graphs can insure a peaceful, successful life and what results they can expect. But, what she doesn't expect is the result of one very disorganized evening back home in the little town of McIntosh, Florida. It seems that one recent ""very hard to remember evening"" with Billy Joe Crawley, her high school sweetheart, has changed a few things on Elaine's list. And now... she's unexpectedly expecting! A baby hadn't made her 2-year plan; she'd barely penciled it in at the bottom of the 5-yr goal sheet. And a one-night stand with a childhood friend hadn't exactly been on her to-do list, either! Join Elaine, Billy Joe and a host of city people and bunch of good olé southern folk as we watch how they deal with the one thing we all know is guaranteed in this life - change! Now it seems that for Elaine Rose Chalmers, host of Austin's #1 radio show ""Charmed with Chalmers"", an unexpected pregnancy forces her to learn that sometimes the best plan is not having a plan at all.",romance
right to love," A Circassian muslim actress, with ambitions of performing on Broadway, falls in love with a Albanian catholic man, in spite of his family's opposition to their relationship. Will their romance survive and will she realize her acting dreams amidst social and religious prejudices?",romance
drei sind einer zuviel," Charlotte is a traveling sales rep for her uncle's pottery. On her travels she meets the attractive young teacher Peter and his equally young and attractive landlord Benedikt. Charlotte becomes friends with the two men, and whenever she is in their area calls in for a visit. As time goes by, both men fall for her. Charlotte is fond of them both and initially tries to be friends with the two of them, but it becomes increasingly clear that she will eventually have to decide between them.",romance
cheob-sok," The male radio presenter Donghyun and the female TV home shopping phone operator Soohyun are both lonely. While Donghyun is focused on getting back to his ex-girl-friend Younghae who has sent him a special LP, Soohyun is crazy for her friend's boy-friend. Via Internet and music Soohyun and Donghyun get together in a special way.",romance
astronomy walkers," Struggling theater actress Taylor Murdoch finally gets her big break on London's West End. The part calls for her to be in peak physical condition. However, the day after landing the role, she has a positive pregnancy test. With rehearsals beginning in less than two weeks, she decides to have an abortion. Towards the end of her nine month tour, she tells her boyfriend Anthony about the abortion and the recurring nightmare that haunts her. Anthony invites her to Easter Island so they can rekindle their relationship. While the Island works its magic on both of them, he shares his views about life, family, meditation, and the unborn souls that he calls the Astronomy Walkers. With Anthony's help, can Taylor overcome her nightmare and mystically connect with the soul of her unborn child?",romance
